TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SEASON
1610612759,San Antonio Spurs,20,16,4,0.8,960.0,105.3,106.5,100.0,102.2,5.3,4.3,0.563,1.43,16.3,0.29,0.684,0.492,0.155,0.508,0.547,91.3,89.75,74.79,1796,0.531,1,1,1,1,2,3,6,2,7,5,6,10,12,11,6,3,3,10,2,2006-07
1610612761,Toronto Raptors,6,2,4,0.333,288.0,98.7,99.5,105.0,105.5,-6.3,-6.0,0.497,1.1,13.9,0.228,0.734,0.479,0.161,0.478,0.536,91.8,91.25,76.04,548,0.454,10,10,1,10,10,14,9,10,14,14,13,16,2,13,8,9,5,7,11,2006-07
1610612762,Utah Jazz,17,9,8,0.529,821.0,103.5,105.2,104.0,104.2,-0.6,0.9,0.609,1.39,16.9,0.355,0.731,0.542,0.172,0.486,0.534,93.3,92.49,77.08,1582,0.514,3,4,15,6,3,4,7,8,5,6,3,1,3,1,14,6,6,5,7,2006-07
1610612764,Washington Wizards,4,0,4,0.0,192.0,100.5,102.5,110.4,111.4,-9.9,-8.9,0.547,2.14,15.7,0.239,0.638,0.424,0.098,0.45,0.494,90.9,89.63,74.69,357,0.416,14,14,1,14,14,10,14,13,8,1,7,14,15,16,1,16,16,11,14,2006-07
1610612737,Atlanta Hawks,7,3,4,0.429,336.0,97.5,100.2,111.6,114.0,-14.1,-13.8,0.595,1.1,14.6,0.354,0.632,0.494,0.182,0.439,0.512,89.1,87.0,72.5,609,0.417,9,9,1,9,9,15,13,16,6,15,11,3,16,10,16,15,12,14,15,2007-08
1610612738,Boston Celtics,26,16,10,0.615,1248.0,106.2,107.7,99.8,101.7,6.4,5.9,0.64,1.68,17.6,0.335,0.699,0.519,0.147,0.487,0.541,88.7,87.29,72.74,2270,0.548,1,1,16,2,1,6,2,1,3,3,2,7,8,5,11,6,3,13,1,2007-08
1610612739,Cleveland Cavaliers,13,7,6,0.538,624.0,101.0,102.9,99.5,100.5,1.5,2.4,0.649,1.46,16.6,0.326,0.711,0.514,0.158,0.465,0.517,88.6,87.35,72.79,1136,0.512,5,5,11,5,5,12,1,5,1,10,6,8,5,6,13,11,11,12,5,2007-08
1610612742,Dallas Mavericks,5,1,4,0.2,240.0,105.4,105.9,114.9,116.0,-9.5,-10.2,0.614,1.67,15.5,0.348,0.727,0.526,0.131,0.447,0.511,89.4,88.7,73.92,444,0.441,13,13,1,13,14,8,16,14,4,4,9,4,3,1,5,13,13,9,13,2007-08
1610612743,Denver Nuggets,4,0,4,0.0,192.0,102.3,102.3,113.2,115.6,-11.0,-13.4,0.49,1.28,13.7,0.34,0.716,0.519,0.146,0.452,0.501,100.3,99.25,82.71,397,0.412,16,16,1,16,16,13,15,15,14,12,13,6,4,4,10,12,14,1,16,2007-08
1610612765,Detroit Pistons,17,10,7,0.588,816.0,104.7,105.9,102.1,102.7,2.6,3.2,0.606,1.59,17.1,0.307,0.645,0.476,0.15,0.485,0.538,87.3,86.53,72.11,1467,0.526,3,3,13,3,4,7,3,3,5,7,3,10,14,14,12,7,4,15,3,2007-08
1610612745,Houston Rockets,6,2,4,0.333,288.0,100.0,101.9,104.9,105.2,-4.9,-3.3,0.482,1.43,13.2,0.342,0.673,0.499,0.125,0.446,0.488,87.2,86.17,71.81,518,0.466,10,10,1,10,10,14,5,10,16,11,15,5,11,8,3,14,16,16,11,2007-08
1610612747,Los Angeles Lakers,21,14,7,0.667,1013.0,106.8,108.8,104.8,106.2,2.0,2.6,0.565,1.56,16.4,0.267,0.681,0.482,0.141,0.512,0.56,95.3,93.82,78.18,1977,0.516,2,2,13,1,2,4,8,4,9,8,7,14,10,13,8,2,2,2,4,2007-08
1610612740,New Orleans Hornets,12,7,5,0.583,576.0,109.1,110.3,104.8,105.5,4.3,4.8,0.512,2.18,16.2,0.272,0.705,0.492,0.101,0.499,0.537,88.6,87.83,73.19,1051,0.53,6,5,9,4,7,1,6,2,10,2,8,13,7,11,1,3,5,10,2,2007-08
1610612753,Orlando Magic,10,5,5,0.5,480.0,109.2,109.5,105.1,107.3,4.1,2.2,0.492,1.2,14.6,0.317,0.709,0.522,0.163,0.529,0.564,89.9,88.85,74.04,887,0.494,8,8,9,7,8,2,11,6,13,14,12,9,6,2,14,1,1,8,8,2007-08
1610612755,Philadelphia 76ers,6,2,4,0.333,288.0,96.2,97.2,104.9,106.3,-8.6,-9.1,0.508,1.07,13.1,0.391,0.643,0.508,0.168,0.43,0.488,88.9,87.83,73.19,530,0.439,10,10,1,10,10,16,9,13,11,16,16,1,15,7,15,16,15,10,14,2007-08
1610612756,Phoenix Suns,5,1,4,0.2,250.0,101.6,103.1,103.6,105.8,-1.9,-2.7,0.495,1.52,14.7,0.262,0.732,0.495,0.127,0.492,0.524,94.9,93.22,77.68,487,0.503,13,13,1,13,13,10,7,9,12,9,10,15,2,9,4,5,9,3,6,2007-08
1610612759,San Antonio Spurs,17,9,8,0.529,826.0,101.6,103.0,102.6,104.1,-1.1,-1.1,0.573,1.59,16.6,0.242,0.737,0.491,0.14,0.493,0.529,91.4,90.13,75.11,1552,0.487,3,4,15,6,3,11,4,8,8,6,4,16,1,12,7,4,6,6,9,2007-08
1610612761,Toronto Raptors,5,1,4,0.2,240.0,105.5,109.2,114.3,114.8,-8.8,-5.6,0.645,2.4,18.8,0.291,0.667,0.472,0.11,0.484,0.528,92.6,90.8,75.67,455,0.474,13,13,1,13,14,3,14,12,2,1,1,11,12,16,2,8,7,4,10,2007-08
1610612762,Utah Jazz,12,6,6,0.5,581.0,107.4,108.3,106.8,109.0,0.6,-0.7,0.588,1.66,16.6,0.364,0.687,0.522,0.141,0.481,0.528,91.7,90.38,75.32,1096,0.5,6,7,11,7,6,5,12,7,7,5,5,2,9,3,9,9,8,5,7,2007-08
1610612764,Washington Wizards,6,2,4,0.333,288.0,101.7,103.2,105.3,107.1,-3.6,-3.9,0.49,1.27,13.4,0.286,0.656,0.474,0.138,0.466,0.524,90.6,89.25,74.37,536,0.462,10,10,1,10,10,9,10,11,15,13,14,12,13,15,6,10,10,7,12,2007-08
1610612737,Atlanta Hawks,11,4,7,0.364,528.0,98.3,100.5,107.9,108.9,-9.6,-8.4,0.562,1.4,14.9,0.298,0.667,0.469,0.145,0.45,0.499,84.9,83.59,69.66,919,0.432,7,8,13,10,7,13,9,13,5,9,9,6,16,16,9,14,15,15,14,2008-09
1610612738,Boston Celtics,14,7,7,0.5,707.0,103.9,105.5,102.9,105.7,1.1,-0.2,0.613,1.68,17.2,0.292,0.721,0.504,0.141,0.485,0.535,93.9,91.93,76.61,1355,0.51,4,5,13,6,4,6,6,6,2,3,3,8,4,6,6,10,8,5,6,2008-09
1610612741,Chicago Bulls,7,3,4,0.429,371.0,102.2,105.0,107.6,109.4,-5.4,-4.5,0.517,1.23,14.5,0.303,0.699,0.507,0.157,0.483,0.54,95.4,93.28,77.74,722,0.476,9,9,1,8,9,7,11,9,11,12,11,3,12,4,12,12,7,3,9,2008-09
1610612739,Cleveland Cavaliers,14,10,4,0.714,677.0,108.3,112.4,100.4,102.8,7.9,9.6,0.55,1.55,16.0,0.333,0.734,0.536,0.142,0.507,0.556,88.7,86.07,71.73,1215,0.562,4,3,1,1,5,2,2,1,6,4,4,1,3,1,8,5,3,12,1,2008-09
1610612742,Dallas Mavericks,10,5,5,0.5,480.0,110.4,111.0,111.4,112.1,-0.9,-1.1,0.508,1.39,15.0,0.278,0.745,0.517,0.142,0.518,0.576,92.0,91.45,76.21,915,0.503,8,7,10,6,8,3,14,7,12,10,8,11,2,2,7,2,2,6,7,2008-09
1610612743,Denver Nuggets,16,10,6,0.625,768.0,114.1,115.5,104.5,106.5,9.6,9.0,0.607,1.87,17.6,0.3,0.711,0.505,0.13,0.526,0.579,94.8,93.34,77.79,1495,0.555,3,3,11,3,3,1,7,2,3,1,2,5,8,5,2,1,1,2,2,2008-09
1610612765,Detroit Pistons,4,0,4,0.0,192.0,89.5,94.3,110.5,112.7,-20.9,-18.4,0.524,1.47,14.8,0.288,0.681,0.473,0.136,0.429,0.468,85.9,82.88,69.06,331,0.35,16,16,1,16,16,15,15,15,9,6,10,9,15,14,4,16,16,16,15,2008-09
1610612745,Houston Rockets,13,7,6,0.538,624.0,101.3,103.3,104.6,105.2,-3.3,-1.9,0.5,1.19,14.4,0.298,0.713,0.508,0.161,0.49,0.533,89.5,88.42,73.69,1151,0.49,6,5,11,5,6,9,5,8,13,14,12,7,7,3,14,9,9,10,8,2008-09
1610612747,Los Angeles Lakers,23,16,7,0.696,1114.0,108.3,110.4,100.7,102.2,7.6,8.2,0.518,1.49,15.4,0.303,0.692,0.501,0.141,0.508,0.553,93.7,92.12,76.77,2134,0.54,2,1,13,2,2,4,1,3,10,5,6,4,13,8,5,4,6,4,3,2008-09
1610612748,Miami Heat,7,3,4,0.429,336.0,104.8,104.9,101.7,104.1,3.1,0.8,0.479,1.12,13.7,0.279,0.688,0.498,0.16,0.501,0.554,84.9,83.93,69.94,588,0.523,9,9,1,8,10,8,3,5,14,15,14,10,14,9,13,6,5,14,4,2008-09
1610612740,New Orleans Hornets,5,1,4,0.2,240.0,91.8,92.5,117.8,119.1,-26.0,-26.6,0.568,0.86,13.4,0.259,0.701,0.472,0.202,0.439,0.51,91.9,91.0,75.83,455,0.332,13,13,1,13,13,16,16,16,4,16,15,14,11,15,16,15,14,7,16,2008-09
1610612753,Orlando Magic,24,13,11,0.542,1167.0,105.2,106.8,101.9,104.9,3.3,2.0,0.547,1.43,15.7,0.264,0.718,0.494,0.145,0.513,0.555,91.6,89.56,74.64,2178,0.517,1,2,16,4,1,5,4,4,7,8,5,12,5,10,10,3,4,8,5,2008-09
1610612755,Philadelphia 76ers,6,2,4,0.333,288.0,97.5,99.6,107.2,107.9,-9.7,-8.2,0.525,1.22,15.3,0.259,0.715,0.487,0.165,0.492,0.526,90.2,89.0,74.17,533,0.444,11,11,1,11,11,14,8,12,8,13,7,15,6,11,15,8,11,9,12,2008-09
1610612757,Portland Trail Blazers,6,2,4,0.333,288.0,103.0,102.5,106.3,109.0,-3.3,-6.5,0.44,1.29,13.3,0.263,0.702,0.477,0.133,0.484,0.524,85.8,84.92,70.76,510,0.456,11,11,1,11,11,12,10,10,16,11,16,13,10,13,3,11,12,13,11,2008-09
1610612759,San Antonio Spurs,5,1,4,0.2,240.0,102.9,103.2,110.6,110.0,-7.7,-6.8,0.457,1.45,14.1,0.243,0.746,0.485,0.126,0.495,0.528,87.5,87.6,73.0,438,0.433,13,13,1,13,13,10,12,11,15,7,13,16,1,12,1,7,10,11,13,2008-09
1610612762,Utah Jazz,5,1,4,0.2,240.0,101.8,102.7,111.1,111.5,-9.3,-8.8,0.726,1.74,18.7,0.325,0.703,0.503,0.154,0.463,0.517,95.8,95.2,79.33,474,0.469,13,13,1,13,13,11,13,14,1,2,1,2,9,7,11,13,13,1,10,2008-09
1610612737,Atlanta Hawks,11,4,7,0.364,528.0,101.6,103.5,108.3,110.9,-6.7,-7.4,0.484,1.4,13.9,0.335,0.668,0.495,0.136,0.453,0.501,88.5,86.64,72.2,951,0.453,5,6,14,9,5,10,11,12,15,11,14,2,14,10,3,15,16,15,12,2009-10
1610612738,Boston Celtics,24,15,9,0.625,1157.0,101.9,103.9,99.3,101.3,2.6,2.7,0.616,1.52,17.2,0.282,0.706,0.497,0.154,0.491,0.539,91.5,89.78,74.81,2168,0.535,1,2,16,3,1,9,2,4,3,6,3,13,8,9,12,8,7,10,2,2009-10
1610612766,Charlotte Bobcats,4,0,4,0.0,192.0,96.4,100.3,109.6,109.9,-13.2,-9.6,0.648,1.31,17.2,0.3,0.713,0.507,0.182,0.477,0.523,87.6,85.75,71.46,341,0.447,16,16,1,16,16,15,10,15,1,13,2,10,7,5,15,10,9,16,13,2009-10
1610612741,Chicago Bulls,5,1,4,0.2,240.0,101.6,103.0,112.7,112.3,-11.1,-9.3,0.503,1.9,15.0,0.281,0.76,0.504,0.106,0.457,0.504,94.8,94.4,78.67,471,0.442,14,14,1,14,14,13,13,14,14,1,10,14,1,8,1,14,15,3,15,2009-10
1610612739,Cleveland Cavaliers,11,6,5,0.545,528.0,106.0,106.8,103.7,105.4,2.3,1.4,0.604,1.41,16.9,0.245,0.715,0.491,0.159,0.517,0.568,94.9,93.82,78.18,1032,0.515,5,5,10,5,5,6,6,5,4,9,4,16,5,11,14,4,5,4,5,2009-10
1610612742,Dallas Mavericks,6,2,4,0.333,288.0,102.5,103.3,103.4,104.7,-0.9,-1.3,0.544,1.42,15.2,0.319,0.721,0.516,0.145,0.468,0.518,90.4,89.5,74.58,539,0.499,10,10,1,10,10,12,4,8,7,8,9,6,4,2,11,12,11,11,6,2009-10
1610612743,Denver Nuggets,6,2,4,0.333,288.0,111.5,112.3,112.3,113.5,-0.8,-1.2,0.513,1.4,14.8,0.307,0.727,0.511,0.14,0.517,0.577,98.2,97.33,81.11,584,0.479,10,10,1,10,10,2,14,6,13,10,11,7,3,4,9,5,2,1,10,2009-10
1610612747,Los Angeles Lakers,23,16,7,0.696,1104.0,109.5,111.3,105.1,107.0,4.4,4.3,0.526,1.57,15.6,0.347,0.684,0.516,0.137,0.502,0.546,92.4,90.85,75.71,2089,0.523,2,1,14,2,2,4,7,3,10,5,8,1,10,1,6,6,6,8,3,2009-10
1610612748,Miami Heat,5,1,4,0.2,240.0,93.4,96.7,103.7,105.3,-10.3,-8.6,0.524,0.99,14.6,0.29,0.75,0.506,0.196,0.479,0.513,93.1,90.8,75.67,453,0.402,14,14,1,14,14,16,5,13,11,16,12,12,2,7,16,9,12,9,16,2009-10
1610612749,Milwaukee Bucks,7,3,4,0.429,336.0,100.5,103.4,106.7,107.9,-6.2,-4.4,0.483,1.31,13.8,0.33,0.64,0.483,0.143,0.465,0.51,88.7,86.93,72.44,609,0.455,9,9,1,6,9,11,8,11,16,12,15,3,15,15,10,13,13,13,11,2009-10
1610612760,Oklahoma City Thunder,6,2,4,0.333,288.0,100.3,102.7,102.3,104.0,-2.0,-1.3,0.527,1.29,13.2,0.306,0.682,0.49,0.137,0.426,0.506,93.5,91.58,76.32,548,0.485,10,10,1,10,10,14,3,7,9,14,16,8,11,12,4,16,14,7,9,2009-10
1610612753,Orlando Magic,14,10,4,0.714,677.0,109.1,110.0,97.5,100.7,11.6,9.4,0.514,1.23,14.5,0.293,0.715,0.512,0.156,0.533,0.574,88.6,86.92,72.44,1229,0.56,4,3,1,1,4,5,1,1,12,15,13,11,6,3,13,2,3,14,1,2009-10
1610612756,Phoenix Suns,16,10,6,0.625,768.0,114.1,116.9,110.0,111.9,4.1,5.0,0.548,1.66,16.5,0.325,0.68,0.506,0.137,0.536,0.582,93.5,91.63,76.35,1466,0.515,3,3,11,3,3,1,12,2,6,4,5,4,12,6,5,1,1,6,4,2009-10
1610612757,Portland Trail Blazers,6,2,4,0.333,288.0,104.1,105.9,113.4,117.9,-9.3,-12.0,0.591,1.77,16.1,0.321,0.635,0.472,0.125,0.471,0.522,90.2,87.75,73.12,527,0.447,10,10,1,10,10,7,16,16,5,3,6,5,16,16,2,11,10,12,14,2009-10
1610612759,San Antonio Spurs,10,4,6,0.4,480.0,103.6,104.8,106.8,108.0,-3.3,-3.2,0.527,1.51,15.7,0.266,0.695,0.484,0.138,0.494,0.533,93.0,91.9,76.58,917,0.49,7,6,11,7,7,8,9,10,8,7,7,15,9,14,8,7,8,5,8,2009-10
1610612762,Utah Jazz,10,4,6,0.4,480.0,110.9,112.1,114.0,114.5,-3.0,-2.3,0.625,1.8,18.0,0.303,0.672,0.487,0.138,0.52,0.568,96.2,95.5,79.58,955,0.49,7,6,11,7,7,3,15,9,2,2,1,9,13,13,7,3,4,2,7,2009-10
1610612737,Atlanta Hawks,12,6,6,0.5,576.0,97.0,100.3,102.5,104.9,-5.5,-4.6,0.549,1.46,15.6,0.285,0.658,0.475,0.144,0.464,0.505,88.7,86.21,71.84,1032,0.47,6,6,11,7,6,13,6,11,6,7,7,12,12,13,6,10,12,15,11,2010-11
1610612738,Boston Celtics,9,5,4,0.556,437.0,102.3,104.5,100.5,103.6,1.8,1.0,0.587,1.34,17.1,0.295,0.671,0.493,0.173,0.514,0.552,91.6,89.3,74.42,815,0.529,8,7,1,4,8,6,4,6,4,10,2,11,11,9,16,2,2,7,2,2010-11
1610612741,Chicago Bulls,16,9,7,0.563,773.0,101.6,104.8,98.2,100.4,3.4,4.5,0.592,1.48,16.1,0.371,0.719,0.538,0.154,0.461,0.51,89.8,87.52,72.94,1412,0.524,4,3,14,3,4,5,1,2,3,6,5,1,3,1,10,11,11,10,4,2010-11
1610612742,Dallas Mavericks,21,16,5,0.762,1013.0,110.1,110.7,103.4,104.7,6.7,6.0,0.584,1.56,16.7,0.296,0.683,0.494,0.145,0.519,0.571,88.9,88.06,73.39,1863,0.536,1,1,10,1,2,1,5,1,5,3,4,10,8,8,7,1,1,8,1,2010-11
1610612743,Denver Nuggets,5,1,4,0.2,240.0,99.8,102.5,106.3,107.1,-6.6,-4.6,0.54,1.44,14.3,0.237,0.679,0.458,0.128,0.468,0.525,96.9,95.2,79.33,475,0.457,13,13,1,13,13,10,11,10,8,8,11,16,9,14,2,9,9,1,12,2010-11
1610612754,Indiana Pacers,5,1,4,0.2,240.0,96.8,99.8,103.3,107.0,-6.5,-7.2,0.488,1.05,13.1,0.324,0.578,0.449,0.168,0.445,0.496,93.8,90.8,75.67,452,0.427,13,13,1,13,13,15,10,13,15,16,15,7,16,16,15,15,14,6,15,2010-11
1610612747,Los Angeles Lakers,10,4,6,0.4,480.0,105.3,106.6,106.0,107.6,-0.7,-1.0,0.545,1.51,15.7,0.33,0.74,0.524,0.143,0.477,0.526,88.8,87.6,73.0,874,0.486,7,8,11,8,7,3,12,8,7,4,6,6,1,2,5,7,7,9,8,2010-11
1610612763,Memphis Grizzlies,13,7,6,0.538,649.0,101.7,104.2,104.0,105.0,-2.3,-0.7,0.514,1.44,14.5,0.334,0.683,0.503,0.138,0.46,0.512,92.6,90.97,75.81,1230,0.493,5,5,11,5,5,7,7,7,11,9,9,5,7,6,4,12,10,5,7,2010-11
1610612748,Miami Heat,21,14,7,0.667,1018.0,104.0,105.5,100.3,102.5,3.6,3.0,0.505,1.19,14.1,0.304,0.7,0.508,0.158,0.485,0.542,88.6,87.02,72.51,1846,0.526,1,2,14,2,1,4,3,3,13,12,12,9,5,5,12,5,4,11,3,2010-11
1610612740,New Orleans Hornets,6,2,4,0.333,288.0,101.1,103.1,110.8,111.6,-9.7,-8.5,0.614,1.57,17.3,0.262,0.651,0.458,0.148,0.488,0.537,87.7,86.58,72.15,520,0.452,9,9,1,9,10,9,16,14,1,2,1,15,14,15,9,3,5,13,13,2010-11
1610612752,New York Knicks,4,0,4,0.0,192.0,95.9,99.5,104.2,108.2,-8.3,-8.7,0.523,1.1,13.2,0.361,0.622,0.48,0.167,0.435,0.483,94.9,91.5,76.25,365,0.406,16,16,1,16,16,16,13,16,10,15,14,2,15,11,14,16,16,3,16,2010-11
1610612760,Oklahoma City Thunder,17,9,8,0.529,841.0,106.9,107.9,103.3,105.6,3.6,2.3,0.5,1.15,13.8,0.34,0.686,0.519,0.162,0.482,0.548,93.7,92.32,76.93,1615,0.516,3,3,16,6,3,2,9,4,14,13,13,4,6,4,13,6,3,2,5,2010-11
1610612753,Orlando Magic,6,2,4,0.333,288.0,99.5,101.7,96.6,100.4,2.9,1.3,0.468,1.13,12.5,0.341,0.709,0.521,0.147,0.449,0.503,89.5,86.83,72.36,523,0.51,9,9,1,9,10,11,2,5,16,14,16,3,4,3,8,14,13,12,6,2010-11
1610612755,Philadelphia 76ers,5,1,4,0.2,240.0,97.0,100.2,107.7,108.8,-10.7,-8.6,0.604,1.92,16.8,0.311,0.658,0.48,0.123,0.453,0.485,88.3,86.4,72.0,432,0.445,13,13,1,13,13,14,14,15,2,1,3,8,13,12,1,13,15,14,14,2010-11
1610612757,Portland Trail Blazers,6,2,4,0.333,288.0,103.8,104.1,109.8,109.8,-6.1,-5.7,0.513,1.48,15.1,0.277,0.678,0.481,0.136,0.487,0.534,85.0,84.83,70.69,508,0.477,9,9,1,9,10,8,15,12,12,5,8,14,10,10,3,4,6,16,10,2010-11
1610612759,San Antonio Spurs,6,2,4,0.333,293.0,100.5,101.6,103.1,105.0,-2.6,-3.4,0.53,1.24,14.5,0.28,0.72,0.497,0.154,0.471,0.526,92.6,91.25,76.04,557,0.485,9,9,1,9,9,12,8,9,9,11,10,13,2,7,11,8,8,4,9,2010-11
1610612737,Atlanta Hawks,6,2,4,0.333,293.0,89.5,91.3,95.0,96.1,-5.5,-4.8,0.55,1.14,14.6,0.265,0.78,0.511,0.17,0.438,0.475,90.0,88.63,73.86,540,0.43,11,11,1,11,11,16,1,11,6,12,9,12,3,7,14,14,14,10,13,2011-12
1610612738,Boston Celtics,20,11,9,0.55,975.0,97.6,99.5,97.1,98.4,0.5,1.1,0.586,1.52,16.5,0.253,0.716,0.491,0.145,0.468,0.516,90.0,88.57,73.81,1799,0.521,2,3,16,4,2,10,4,5,3,6,3,15,7,13,6,5,6,12,4,2011-12
1610612741,Chicago Bulls,6,2,4,0.333,288.0,92.0,94.8,96.5,97.4,-4.5,-2.6,0.662,1.57,17.7,0.329,0.761,0.545,0.161,0.448,0.475,90.4,88.67,73.89,534,0.498,11,11,1,11,12,14,3,9,1,4,2,7,4,1,11,13,15,9,7,2011-12
1610612742,Dallas Mavericks,4,0,4,0.0,192.0,99.4,100.5,107.8,108.1,-8.3,-7.6,0.492,1.07,12.7,0.28,0.794,0.521,0.156,0.455,0.519,93.2,92.5,77.08,371,0.446,15,15,1,15,15,8,14,13,13,14,15,10,1,5,9,8,5,3,12,2011-12
1610612743,Denver Nuggets,7,3,4,0.429,336.0,103.0,105.8,103.9,106.0,-1.0,-0.2,0.543,1.87,15.9,0.373,0.64,0.508,0.122,0.46,0.492,93.3,91.14,75.95,640,0.496,9,9,1,7,10,4,11,7,7,1,4,1,15,8,1,7,11,5,8,2011-12
1610612754,Indiana Pacers,11,6,5,0.545,533.0,98.5,102.5,98.8,100.5,-0.3,1.9,0.482,1.08,13.4,0.356,0.703,0.528,0.17,0.461,0.507,90.6,88.08,73.4,976,0.505,7,6,10,5,7,6,5,4,15,13,12,4,10,4,13,6,8,14,5,2011-12
1610612746,Los Angeles Clippers,11,4,7,0.364,533.0,99.1,100.5,103.5,105.7,-4.4,-5.2,0.501,1.17,14.5,0.267,0.669,0.469,0.163,0.499,0.53,91.1,89.56,74.63,995,0.464,7,8,12,10,7,9,10,12,10,11,11,11,13,15,12,4,4,7,11,2011-12
1610612747,Los Angeles Lakers,12,5,7,0.417,576.0,102.3,104.0,106.5,108.1,-4.2,-4.1,0.536,1.51,14.9,0.339,0.663,0.499,0.138,0.454,0.502,92.1,90.63,75.52,1085,0.476,6,7,12,9,6,5,13,10,8,7,6,5,14,10,4,9,9,6,10,2011-12
1610612763,Memphis Grizzlies,7,3,4,0.429,341.0,99.6,102.1,99.3,101.1,0.3,1.0,0.5,1.06,13.3,0.367,0.709,0.533,0.172,0.449,0.509,90.3,88.33,73.61,627,0.505,9,9,1,7,9,7,6,6,11,15,13,2,8,3,15,12,7,13,6,2011-12
1610612748,Miami Heat,23,16,7,0.696,1114.0,106.9,108.6,98.5,101.2,8.4,7.4,0.5,1.34,14.6,0.3,0.689,0.5,0.145,0.505,0.552,90.5,88.59,73.82,2061,0.562,1,1,12,2,1,3,7,1,11,8,8,8,12,9,7,3,3,11,1,2011-12
1610612752,New York Knicks,5,1,4,0.2,240.0,93.0,95.0,108.2,110.8,-15.1,-15.8,0.412,0.68,11.0,0.338,0.696,0.511,0.211,0.451,0.499,89.2,87.3,72.75,436,0.364,13,13,1,13,14,13,16,15,16,16,16,6,11,6,16,11,10,15,16,2011-12
1610612760,Oklahoma City Thunder,20,13,7,0.65,960.0,108.9,110.2,104.3,105.6,4.6,4.5,0.484,1.56,14.8,0.264,0.719,0.494,0.126,0.508,0.558,93.1,91.98,76.65,1838,0.533,2,2,12,3,3,1,9,3,14,5,7,13,5,11,2,2,2,4,2,2011-12
1610612753,Orlando Magic,5,1,4,0.2,245.0,92.7,95.2,103.1,107.3,-10.4,-12.0,0.555,1.23,14.6,0.286,0.619,0.451,0.159,0.452,0.486,89.2,86.3,71.92,440,0.423,13,13,1,13,13,12,12,14,5,10,10,9,16,16,10,10,12,16,14,2011-12
1610612755,Philadelphia 76ers,13,7,6,0.538,624.0,95.7,96.1,94.7,97.2,1.0,-1.0,0.566,1.57,15.2,0.262,0.709,0.479,0.129,0.436,0.482,90.7,89.31,74.42,1159,0.479,5,5,11,6,5,11,2,8,4,3,5,14,9,14,3,15,13,8,9,2011-12
1610612759,San Antonio Spurs,14,10,4,0.714,672.0,107.9,109.3,101.6,102.8,6.3,6.5,0.603,1.6,18.0,0.249,0.717,0.493,0.153,0.541,0.574,94.6,93.36,77.8,1306,0.529,4,4,1,1,4,2,8,2,2,2,1,16,6,12,8,1,1,1,3,2011-12
1610612762,Utah Jazz,4,0,4,0.0,192.0,91.0,92.2,108.9,109.9,-17.9,-17.7,0.511,1.24,13.0,0.357,0.781,0.543,0.144,0.395,0.443,94.4,93.25,77.71,374,0.387,15,15,1,15,15,15,15,16,9,9,14,3,2,2,5,16,16,2,15,2011-12
1610612737,Atlanta Hawks,6,2,4,0.333,288.0,96.4,96.2,100.1,101.6,-3.7,-5.4,0.587,1.58,15.8,0.207,0.676,0.443,0.131,0.462,0.503,93.6,92.92,77.43,557,0.457,10,10,1,10,11,13,4,11,3,4,5,15,13,16,3,14,12,5,11,2012-13
1610612738,Boston Celtics,6,2,4,0.333,293.0,90.8,92.0,96.9,98.1,-6.0,-6.1,0.591,0.97,14.8,0.198,0.736,0.488,0.194,0.463,0.525,89.0,87.89,73.24,537,0.486,10,10,1,10,10,16,2,13,2,16,12,16,1,9,16,13,9,15,9,2012-13
1610612751,Brooklyn Nets,7,3,4,0.429,351.0,104.9,106.9,102.3,104.6,2.6,2.3,0.537,1.72,15.7,0.301,0.689,0.49,0.124,0.479,0.524,90.9,89.09,74.24,651,0.506,9,9,1,8,9,4,9,4,11,2,8,6,11,8,2,8,10,9,5,2012-13
