TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,EFG_PCT_RANK,FTA_RATE_RANK,TM_TOV_PCT_RANK,OREB_PCT_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,SEASON
1610612760,Seattle SuperSonics,11,6,5,0.545,528.0,0.489,0.369,0.154,0.358,0.493,0.375,0.147,0.351,7,5,10,5,7,7,5,10,1,8,9,11,14,2004-05
1610612764,Washington Wizards,10,4,6,0.4,480.0,0.459,0.409,0.144,0.332,0.505,0.37,0.168,0.339,8,8,11,10,8,13,2,9,7,10,8,3,10,2004-05
1610612741,Chicago Bulls,6,2,4,0.333,288.0,0.497,0.397,0.167,0.245,0.514,0.375,0.166,0.313,10,10,1,10,12,6,5,13,15,12,10,2,10,2005-06
1610612739,Cleveland Cavaliers,13,7,6,0.538,634.0,0.465,0.322,0.164,0.346,0.48,0.396,0.145,0.316,5,5,10,5,6,15,12,12,1,4,14,10,11,2005-06
1610612742,Dallas Mavericks,23,14,9,0.609,1124.0,0.481,0.35,0.14,0.322,0.506,0.393,0.157,0.258,1,2,15,2,1,11,10,5,3,10,13,6,2,2005-06
1610612743,Denver Nuggets,5,1,4,0.2,240.0,0.397,0.308,0.127,0.325,0.493,0.37,0.188,0.271,14,14,1,14,14,16,13,2,2,8,9,1,5,2005-06
1610612765,Detroit Pistons,18,10,8,0.556,864.0,0.478,0.382,0.138,0.317,0.494,0.312,0.165,0.303,4,3,14,4,4,13,7,4,4,9,4,4,9,2005-06
1610612754,Indiana Pacers,6,2,4,0.333,288.0,0.491,0.386,0.181,0.281,0.479,0.35,0.135,0.286,10,10,1,10,12,8,6,15,11,3,5,13,8,2005-06
1610612746,Los Angeles Clippers,12,7,5,0.583,586.0,0.519,0.331,0.162,0.306,0.479,0.279,0.115,0.28,7,5,9,3,7,4,11,11,6,2,1,16,7,2005-06
1610612747,Los Angeles Lakers,7,3,4,0.429,346.0,0.497,0.284,0.157,0.304,0.543,0.281,0.123,0.197,9,9,1,9,9,7,14,10,7,14,2,14,1,2005-06
1610612763,Memphis Grizzlies,4,0,4,0.0,197.0,0.479,0.425,0.184,0.248,0.487,0.358,0.147,0.382,16,16,1,16,16,12,2,16,14,6,8,8,16,2005-06
1610612748,Miami Heat,23,16,7,0.696,1109.0,0.525,0.427,0.169,0.284,0.47,0.354,0.156,0.265,1,1,13,1,2,3,1,14,10,1,7,7,4,2005-06
1610612749,Milwaukee Bucks,5,1,4,0.2,240.0,0.504,0.267,0.147,0.296,0.544,0.452,0.117,0.327,14,14,1,14,14,5,15,9,9,15,16,15,13,2005-06
1610612751,New Jersey Nets,11,5,6,0.455,528.0,0.487,0.351,0.142,0.275,0.517,0.434,0.165,0.263,8,8,10,8,8,10,9,6,12,13,15,5,3,2005-06
1610612756,Phoenix Suns,20,10,10,0.5,980.0,0.538,0.259,0.121,0.231,0.507,0.299,0.142,0.33,3,3,16,7,3,1,16,1,16,11,3,11,14,2005-06
1610612758,Sacramento Kings,6,2,4,0.333,293.0,0.477,0.369,0.143,0.317,0.566,0.376,0.146,0.271,10,10,1,10,11,14,8,7,5,16,11,9,6,2005-06
1610612759,San Antonio Spurs,13,7,6,0.538,639.0,0.533,0.42,0.145,0.254,0.486,0.388,0.136,0.316,5,5,10,5,5,2,4,8,13,5,12,12,12,2005-06
1610612764,Washington Wizards,6,2,4,0.333,298.0,0.488,0.424,0.138,0.301,0.489,0.352,0.166,0.371,10,10,1,10,10,9,3,3,8,7,6,3,15,2005-06
1610612741,Chicago Bulls,10,6,4,0.6,480.0,0.469,0.39,0.17,0.328,0.475,0.322,0.157,0.297,8,5,1,3,8,10,2,11,4,6,9,9,5,2006-07
1610612739,Cleveland Cavaliers,20,12,8,0.6,970.0,0.456,0.341,0.148,0.317,0.464,0.321,0.156,0.27,1,2,15,3,1,14,10,3,7,3,8,10,4,2006-07
1610612742,Dallas Mavericks,6,2,4,0.333,288.0,0.466,0.371,0.172,0.35,0.53,0.371,0.16,0.305,10,10,1,10,10,12,4,13,2,16,11,5,8,2006-07
1610612743,Denver Nuggets,5,1,4,0.2,240.0,0.452,0.264,0.172,0.342,0.493,0.195,0.138,0.314,12,12,1,12,12,15,14,12,3,10,1,13,11,2006-07
1610612765,Detroit Pistons,16,10,6,0.625,778.0,0.468,0.346,0.151,0.318,0.462,0.407,0.166,0.328,4,3,12,2,4,11,9,4,6,1,15,3,14,2006-07
1610612744,Golden State Warriors,11,5,6,0.455,533.0,0.518,0.376,0.153,0.28,0.493,0.396,0.198,0.388,6,8,12,8,6,2,3,5,11,9,14,1,16,2006-07
1610612745,Houston Rockets,7,3,4,0.429,336.0,0.46,0.363,0.167,0.274,0.467,0.26,0.135,0.302,9,9,1,9,9,13,6,10,12,4,2,14,6,2006-07
1610612747,Los Angeles Lakers,5,1,4,0.2,240.0,0.479,0.251,0.159,0.327,0.528,0.296,0.13,0.31,12,12,1,12,12,8,16,7,5,15,4,15,10,2006-07
1610612748,Miami Heat,4,0,4,0.0,192.0,0.482,0.365,0.161,0.232,0.505,0.317,0.158,0.318,14,14,1,14,14,7,5,9,15,13,7,7,13,2006-07
1610612751,New Jersey Nets,12,6,6,0.5,576.0,0.497,0.318,0.179,0.26,0.463,0.343,0.156,0.26,5,5,12,7,5,4,11,16,13,2,10,11,1,2006-07
1610612753,Orlando Magic,4,0,4,0.0,192.0,0.495,0.394,0.172,0.316,0.495,0.425,0.121,0.307,14,14,1,14,14,5,1,15,8,11,16,16,9,2006-07
1610612756,Phoenix Suns,11,6,5,0.545,528.0,0.52,0.298,0.146,0.292,0.492,0.291,0.157,0.303,6,5,11,5,7,1,13,2,9,8,3,8,7,2006-07
1610612759,San Antonio Spurs,20,16,4,0.8,960.0,0.508,0.317,0.155,0.29,0.471,0.302,0.159,0.316,1,1,1,1,2,3,12,6,10,5,6,6,12,2006-07
1610612761,Toronto Raptors,6,2,4,0.333,288.0,0.478,0.347,0.161,0.228,0.521,0.299,0.174,0.266,10,10,1,10,10,9,8,8,16,14,5,2,2,2006-07
1610612762,Utah Jazz,17,9,8,0.529,821.0,0.486,0.349,0.172,0.355,0.498,0.392,0.161,0.269,3,4,15,6,3,6,7,14,1,12,12,4,3,2006-07
1610612764,Washington Wizards,4,0,4,0.0,192.0,0.45,0.262,0.098,0.239,0.49,0.394,0.147,0.362,14,14,1,14,14,16,15,1,14,7,13,12,15,2006-07
1610612737,Atlanta Hawks,7,3,4,0.429,336.0,0.439,0.441,0.182,0.354,0.503,0.266,0.122,0.368,9,9,1,9,9,15,1,16,3,12,4,12,16,2007-08
1610612738,Boston Celtics,26,16,10,0.615,1248.0,0.487,0.354,0.147,0.335,0.463,0.411,0.163,0.301,1,1,16,2,1,6,8,11,7,2,15,3,8,2007-08
1610612739,Cleveland Cavaliers,13,7,6,0.538,624.0,0.465,0.395,0.158,0.326,0.46,0.37,0.151,0.289,5,5,11,5,5,11,3,13,8,1,12,6,5,2007-08
1610612742,Dallas Mavericks,5,1,4,0.2,240.0,0.447,0.381,0.131,0.348,0.527,0.265,0.095,0.273,13,13,1,13,14,13,5,5,4,14,3,16,3,2007-08
1610612743,Denver Nuggets,4,0,4,0.0,192.0,0.452,0.328,0.146,0.34,0.536,0.34,0.121,0.284,16,16,1,16,16,12,11,10,6,16,11,13,4,2007-08
1610612765,Detroit Pistons,17,10,7,0.588,816.0,0.485,0.32,0.15,0.307,0.478,0.376,0.168,0.355,3,3,13,3,4,7,13,12,10,5,13,2,14,2007-08
1610612745,Houston Rockets,6,2,4,0.333,288.0,0.446,0.333,0.125,0.342,0.482,0.335,0.143,0.327,10,10,1,10,10,14,9,3,5,6,9,7,11,2007-08
1610612747,Los Angeles Lakers,21,14,7,0.667,1013.0,0.512,0.371,0.141,0.267,0.477,0.329,0.141,0.319,2,2,13,1,2,2,6,8,14,4,8,8,10,2007-08
1610612740,New Orleans Hornets,12,7,5,0.583,576.0,0.499,0.25,0.101,0.272,0.483,0.31,0.14,0.295,6,5,9,4,7,3,15,1,13,7,7,9,7,2007-08
1610612753,Orlando Magic,10,5,5,0.5,480.0,0.529,0.322,0.163,0.317,0.464,0.262,0.101,0.291,8,8,9,7,8,1,12,14,9,3,2,15,6,2007-08
1610612755,Philadelphia 76ers,6,2,4,0.333,288.0,0.43,0.402,0.168,0.391,0.523,0.253,0.197,0.357,10,10,1,10,10,16,2,15,1,13,1,1,15,2007-08
1610612756,Phoenix Suns,5,1,4,0.2,250.0,0.492,0.369,0.127,0.262,0.493,0.284,0.134,0.268,13,13,1,13,13,5,7,4,15,11,6,11,2,2007-08
1610612759,San Antonio Spurs,17,9,8,0.529,826.0,0.493,0.261,0.14,0.242,0.486,0.275,0.121,0.263,3,4,15,6,3,4,14,7,16,9,5,14,1,2007-08
1610612761,Toronto Raptors,5,1,4,0.2,240.0,0.484,0.224,0.11,0.291,0.533,0.337,0.152,0.333,13,13,1,13,14,8,16,2,11,15,10,5,12,2007-08
1610612762,Utah Jazz,12,6,6,0.5,581.0,0.481,0.33,0.141,0.364,0.49,0.422,0.139,0.313,6,7,11,7,6,9,10,9,2,10,16,10,9,2007-08
1610612764,Washington Wizards,6,2,4,0.333,288.0,0.466,0.386,0.138,0.286,0.485,0.377,0.153,0.344,10,10,1,10,10,10,4,6,12,8,14,4,13,2007-08
1610612737,Atlanta Hawks,11,4,7,0.364,528.0,0.45,0.323,0.145,0.298,0.514,0.344,0.163,0.333,7,8,13,10,7,14,10,9,6,10,8,3,16,2008-09
1610612738,Boston Celtics,14,7,7,0.5,707.0,0.485,0.309,0.141,0.292,0.493,0.344,0.149,0.279,4,5,13,6,4,10,11,6,8,6,9,5,4,2008-09
1610612741,Chicago Bulls,7,3,4,0.429,371.0,0.483,0.343,0.157,0.303,0.495,0.315,0.132,0.301,9,9,1,8,9,12,7,12,3,8,5,14,12,2008-09
1610612739,Cleveland Cavaliers,14,10,4,0.714,677.0,0.507,0.383,0.142,0.333,0.48,0.305,0.14,0.266,4,3,1,1,5,5,3,8,1,3,3,10,3,2008-09
1610612742,Dallas Mavericks,10,5,5,0.5,480.0,0.518,0.375,0.142,0.278,0.525,0.367,0.121,0.255,8,7,10,6,8,2,4,7,11,14,12,16,2,2008-09
1610612743,Denver Nuggets,16,10,6,0.625,768.0,0.526,0.426,0.13,0.3,0.493,0.415,0.167,0.289,3,3,11,3,3,1,1,2,5,7,15,1,8,2008-09
1610612765,Detroit Pistons,4,0,4,0.0,192.0,0.429,0.188,0.136,0.288,0.498,0.446,0.133,0.319,16,16,1,16,16,16,16,4,9,9,16,12,15,2008-09
1610612745,Houston Rockets,13,7,6,0.538,624.0,0.49,0.288,0.161,0.298,0.487,0.282,0.132,0.287,6,5,11,5,6,9,12,14,7,4,1,15,7,2008-09
1610612747,Los Angeles Lakers,23,16,7,0.696,1114.0,0.508,0.342,0.141,0.303,0.471,0.361,0.155,0.308,2,1,13,2,2,4,8,5,4,2,11,4,13,2008-09
1610612748,Miami Heat,7,3,4,0.429,336.0,0.501,0.324,0.16,0.279,0.464,0.348,0.145,0.312,9,9,1,8,10,6,9,13,10,1,10,6,14,2008-09
1610612740,New Orleans Hornets,5,1,4,0.2,240.0,0.439,0.399,0.202,0.259,0.563,0.381,0.138,0.299,13,13,1,13,13,15,2,16,14,16,14,11,11,2008-09
1610612753,Orlando Magic,24,13,11,0.542,1167.0,0.513,0.36,0.145,0.264,0.488,0.305,0.143,0.282,1,2,16,4,1,3,6,10,12,5,4,9,5,2008-09
1610612755,Philadelphia 76ers,6,2,4,0.333,288.0,0.492,0.276,0.165,0.259,0.514,0.325,0.144,0.285,11,11,1,11,11,8,13,15,15,11,6,7,6,2008-09
1610612757,Portland Trail Blazers,6,2,4,0.333,288.0,0.484,0.264,0.133,0.263,0.517,0.294,0.143,0.298,11,11,1,11,11,11,15,3,13,13,2,8,10,2008-09
1610612759,San Antonio Spurs,5,1,4,0.2,240.0,0.495,0.269,0.126,0.243,0.516,0.325,0.132,0.254,13,13,1,13,13,7,14,1,16,12,7,13,1,2008-09
1610612762,Utah Jazz,5,1,4,0.2,240.0,0.463,0.373,0.154,0.325,0.546,0.371,0.163,0.297,13,13,1,13,13,13,5,11,2,15,13,2,9,2008-09
1610612737,Atlanta Hawks,11,4,7,0.364,528.0,0.453,0.276,0.136,0.335,0.515,0.302,0.14,0.332,5,6,14,9,5,15,13,3,2,10,3,10,14,2009-10
1610612738,Boston Celtics,24,15,9,0.625,1157.0,0.491,0.341,0.154,0.282,0.473,0.382,0.172,0.294,1,2,16,3,1,8,9,12,13,2,13,1,8,2009-10
1610612766,Charlotte Bobcats,4,0,4,0.0,192.0,0.477,0.362,0.182,0.3,0.522,0.469,0.148,0.287,16,16,1,16,16,10,7,15,10,11,15,5,7,2009-10
1610612741,Chicago Bulls,5,1,4,0.2,240.0,0.457,0.265,0.106,0.281,0.558,0.344,0.144,0.24,14,14,1,14,14,14,14,1,14,16,9,7,1,2009-10
1610612739,Cleveland Cavaliers,11,6,5,0.545,528.0,0.517,0.42,0.159,0.245,0.481,0.319,0.123,0.285,5,5,10,5,5,4,4,14,16,4,7,16,5,2009-10
1610612742,Dallas Mavericks,6,2,4,0.333,288.0,0.468,0.294,0.145,0.319,0.486,0.318,0.14,0.279,10,10,1,10,10,12,12,11,6,6,6,11,4,2009-10
1610612743,Denver Nuggets,6,2,4,0.333,288.0,0.517,0.469,0.14,0.307,0.548,0.5,0.149,0.273,10,10,1,10,10,5,1,9,7,15,16,4,3,2009-10
1610612747,Los Angeles Lakers,23,16,7,0.696,1104.0,0.502,0.32,0.137,0.347,0.475,0.351,0.137,0.316,2,1,14,2,2,6,11,6,1,3,11,13,10,2009-10
1610612748,Miami Heat,5,1,4,0.2,240.0,0.479,0.241,0.196,0.29,0.523,0.348,0.171,0.25,14,14,1,14,14,9,16,16,12,13,10,2,2,2009-10
1610612749,Milwaukee Bucks,7,3,4,0.429,336.0,0.465,0.25,0.143,0.33,0.482,0.258,0.14,0.36,9,9,1,6,9,13,15,10,3,5,1,12,15,2009-10
1610612760,Oklahoma City Thunder,6,2,4,0.333,288.0,0.426,0.412,0.137,0.306,0.488,0.284,0.142,0.318,10,10,1,10,10,16,5,4,8,7,2,9,11,2009-10
1610612753,Orlando Magic,14,10,4,0.714,677.0,0.533,0.426,0.156,0.293,0.458,0.354,0.155,0.285,4,3,1,1,4,2,2,13,11,1,12,3,6,2009-10
1610612756,Phoenix Suns,16,10,6,0.625,768.0,0.536,0.353,0.137,0.325,0.512,0.328,0.127,0.32,3,3,11,3,3,1,8,5,4,9,8,15,12,2009-10
1610612757,Portland Trail Blazers,6,2,4,0.333,288.0,0.471,0.364,0.125,0.321,0.536,0.317,0.144,0.365,10,10,1,10,10,11,6,2,5,14,5,6,16,2009-10
1610612759,San Antonio Spurs,10,4,6,0.4,480.0,0.494,0.339,0.138,0.266,0.499,0.314,0.143,0.305,7,6,11,7,7,7,10,8,15,8,4,8,9,2009-10
1610612762,Utah Jazz,10,4,6,0.4,480.0,0.52,0.421,0.138,0.303,0.522,0.425,0.136,0.328,7,6,11,7,7,3,3,7,9,12,14,14,13,2009-10
1610612737,Atlanta Hawks,12,6,6,0.5,576.0,0.464,0.289,0.144,0.285,0.47,0.306,0.144,0.342,6,6,11,7,6,10,13,6,12,8,4,12,12,2010-11
1610612738,Boston Celtics,9,5,4,0.556,437.0,0.514,0.262,0.173,0.295,0.466,0.362,0.165,0.329,8,7,1,4,8,2,15,16,11,6,11,3,11,2010-11
1610612741,Chicago Bulls,16,9,7,0.563,773.0,0.461,0.288,0.154,0.371,0.462,0.328,0.157,0.281,4,3,14,3,4,11,14,10,1,4,7,5,3,2010-11
1610612742,Dallas Mavericks,21,16,5,0.762,1013.0,0.519,0.339,0.145,0.296,0.482,0.319,0.154,0.317,1,1,10,1,2,1,7,7,10,10,5,6,8,2010-11
1610612743,Denver Nuggets,5,1,4,0.2,240.0,0.468,0.468,0.128,0.237,0.468,0.43,0.143,0.321,13,13,1,13,13,9,1,2,16,7,16,13,9,2010-11
1610612754,Indiana Pacers,5,1,4,0.2,240.0,0.445,0.304,0.168,0.324,0.461,0.358,0.178,0.422,13,13,1,13,13,15,10,15,7,2,10,2,16,2010-11
1610612747,Los Angeles Lakers,10,4,6,0.4,480.0,0.477,0.315,0.143,0.33,0.524,0.321,0.151,0.26,7,8,11,8,7,7,9,5,6,16,6,7,1,2010-11
1610612763,Memphis Grizzlies,13,7,6,0.538,649.0,0.46,0.335,0.138,0.334,0.482,0.366,0.162,0.317,5,5,11,5,5,12,8,4,5,11,12,4,7,2010-11
1610612748,Miami Heat,21,14,7,0.667,1018.0,0.485,0.379,0.158,0.304,0.475,0.282,0.148,0.3,1,2,14,2,1,5,3,12,9,9,2,10,5,2010-11
1610612740,New Orleans Hornets,6,2,4,0.333,288.0,0.488,0.36,0.148,0.262,0.5,0.369,0.148,0.349,9,9,1,9,10,3,6,9,15,13,13,9,14,2010-11
1610612752,New York Knicks,4,0,4,0.0,192.0,0.435,0.298,0.167,0.361,0.52,0.229,0.183,0.378,16,16,1,16,16,16,11,14,2,15,1,1,15,2010-11
1610612760,Oklahoma City Thunder,17,9,8,0.529,841.0,0.482,0.393,0.162,0.34,0.46,0.389,0.13,0.314,3,3,16,6,3,6,2,13,4,1,15,16,6,2010-11
1610612753,Orlando Magic,6,2,4,0.333,288.0,0.449,0.367,0.147,0.341,0.465,0.288,0.15,0.291,9,9,1,9,10,14,5,8,3,5,3,8,4,2010-11
1610612755,Philadelphia 76ers,5,1,4,0.2,240.0,0.453,0.213,0.123,0.311,0.462,0.376,0.132,0.342,13,13,1,13,13,13,16,1,8,3,14,15,13,2010-11
1610612757,Portland Trail Blazers,6,2,4,0.333,288.0,0.487,0.294,0.136,0.277,0.507,0.328,0.141,0.322,9,9,1,9,10,4,12,3,14,14,8,14,10,2010-11
1610612759,San Antonio Spurs,6,2,4,0.333,293.0,0.471,0.369,0.154,0.28,0.498,0.329,0.147,0.28,9,9,1,9,9,8,4,11,13,12,9,11,2,2010-11
1610612737,Atlanta Hawks,6,2,4,0.333,293.0,0.438,0.204,0.17,0.265,0.461,0.263,0.142,0.22,11,11,1,11,11,14,16,14,12,3,5,11,3,2011-12
1610612738,Boston Celtics,20,11,9,0.55,975.0,0.468,0.28,0.145,0.253,0.464,0.286,0.152,0.284,2,3,16,4,2,5,12,6,15,5,7,8,7,2011-12
1610612741,Chicago Bulls,6,2,4,0.333,288.0,0.448,0.229,0.161,0.329,0.428,0.33,0.111,0.239,11,11,1,11,12,13,14,11,7,1,13,16,4,2011-12
1610612742,Dallas Mavericks,4,0,4,0.0,192.0,0.455,0.343,0.156,0.28,0.52,0.314,0.138,0.206,15,15,1,15,15,8,3,9,10,15,11,12,1,2011-12
1610612743,Denver Nuggets,7,3,4,0.429,336.0,0.46,0.227,0.122,0.373,0.461,0.26,0.132,0.36,9,9,1,7,10,7,15,1,1,4,3,13,15,2011-12
1610612754,Indiana Pacers,11,6,5,0.545,533.0,0.461,0.289,0.17,0.356,0.469,0.302,0.15,0.297,7,6,10,5,7,6,10,13,4,7,10,9,10,2011-12
1610612746,Los Angeles Clippers,11,4,7,0.364,533.0,0.499,0.315,0.163,0.267,0.491,0.363,0.167,0.331,7,8,12,10,7,4,4,12,11,12,14,2,13,2011-12
1610612747,Los Angeles Lakers,12,5,7,0.417,576.0,0.454,0.285,0.138,0.339,0.474,0.258,0.113,0.337,6,7,12,9,6,9,11,4,5,8,2,15,14,2011-12
1610612763,Memphis Grizzlies,7,3,4,0.429,341.0,0.449,0.403,0.172,0.367,0.493,0.364,0.169,0.291,9,9,1,7,9,12,1,15,2,13,15,1,8,2011-12
1610612748,Miami Heat,23,16,7,0.696,1114.0,0.505,0.364,0.145,0.3,0.466,0.299,0.161,0.311,1,1,12,2,1,3,2,7,8,6,9,3,12,2011-12
1610612752,New York Knicks,5,1,4,0.2,240.0,0.451,0.297,0.211,0.338,0.511,0.417,0.156,0.304,13,13,1,13,14,11,8,16,6,14,16,6,11,2011-12
1610612760,Oklahoma City Thunder,20,13,7,0.65,960.0,0.508,0.306,0.126,0.264,0.491,0.326,0.154,0.281,2,2,12,3,3,2,7,2,13,11,12,7,5,2011-12
1610612753,Orlando Magic,5,1,4,0.2,245.0,0.452,0.244,0.159,0.286,0.48,0.254,0.159,0.381,13,13,1,13,13,10,13,10,9,10,1,5,16,2011-12
1610612755,Philadelphia 76ers,13,7,6,0.538,624.0,0.436,0.312,0.129,0.262,0.459,0.261,0.16,0.291,5,5,11,6,5,15,5,3,14,2,4,4,9,2011-12
1610612759,San Antonio Spurs,14,10,4,0.714,672.0,0.541,0.29,0.153,0.249,0.48,0.288,0.142,0.283,4,4,1,1,4,1,9,8,16,9,8,10,6,2011-12
1610612762,Utah Jazz,4,0,4,0.0,192.0,0.395,0.306,0.144,0.357,0.533,0.281,0.126,0.219,15,15,1,15,15,16,6,5,3,16,6,14,2,2011-12
1610612737,Atlanta Hawks,6,2,4,0.333,288.0,0.462,0.338,0.131,0.207,0.455,0.362,0.167,0.324,10,10,1,10,11,14,5,3,15,1,15,5,13,2012-13
1610612738,Boston Celtics,6,2,4,0.333,293.0,0.463,0.312,0.194,0.198,0.462,0.227,0.144,0.264,10,10,1,10,10,13,7,16,16,2,1,8,1,2012-13
1610612751,Brooklyn Nets,7,3,4,0.429,351.0,0.479,0.304,0.124,0.301,0.497,0.246,0.141,0.311,9,9,1,8,9,8,8,2,6,11,4,10,11,2012-13
1610612741,Chicago Bulls,12,5,7,0.417,591.0,0.472,0.287,0.158,0.325,0.501,0.335,0.135,0.291,5,7,13,9,5,12,11,10,2,12,11,12,9,2012-13
1610612743,Denver Nuggets,6,2,4,0.333,288.0,0.479,0.35,0.147,0.308,0.554,0.266,0.19,0.319,10,10,1,10,11,7,3,8,5,16,5,2,12,2012-13
1610612744,Golden State Warriors,12,6,6,0.5,591.0,0.513,0.258,0.168,0.314,0.483,0.32,0.135,0.285,5,5,9,5,5,2,14,12,3,8,9,11,7,2012-13
1610612745,Houston Rockets,6,2,4,0.333,288.0,0.496,0.342,0.166,0.291,0.511,0.304,0.134,0.27,10,10,1,10,11,5,4,11,7,13,8,13,4,2012-13
1610612754,Indiana Pacers,19,11,8,0.579,917.0,0.475,0.384,0.184,0.35,0.473,0.294,0.128,0.267,3,3,16,3,3,9,1,15,1,5,7,14,2,2012-13
1610612746,Los Angeles Clippers,6,2,4,0.333,288.0,0.506,0.314,0.152,0.287,0.486,0.451,0.117,0.333,10,10,1,10,11,4,6,9,9,9,16,15,15,2012-13
1610612747,Los Angeles Lakers,4,0,4,0.0,192.0,0.474,0.237,0.18,0.249,0.527,0.229,0.108,0.272,15,15,1,15,15,10,15,14,14,14,2,16,5,2012-13
1610612763,Memphis Grizzlies,15,8,7,0.533,735.0,0.447,0.357,0.119,0.312,0.493,0.275,0.155,0.267,4,4,13,4,4,16,2,1,4,10,6,6,3,2012-13
1610612748,Miami Heat,23,16,7,0.696,1114.0,0.518,0.303,0.147,0.289,0.48,0.324,0.18,0.328,1,1,13,2,1,1,9,7,8,7,10,4,14,2012-13
1610612749,Milwaukee Bucks,4,0,4,0.0,192.0,0.472,0.264,0.179,0.274,0.544,0.346,0.187,0.335,15,15,1,15,15,11,12,13,12,15,13,3,16,2012-13
1610612752,New York Knicks,12,6,6,0.5,581.0,0.46,0.222,0.132,0.28,0.47,0.36,0.191,0.286,5,5,9,5,7,15,16,4,10,4,14,1,8,2012-13
1610612760,Oklahoma City Thunder,11,5,6,0.455,533.0,0.479,0.295,0.145,0.27,0.468,0.343,0.143,0.281,8,7,9,7,8,6,10,6,13,3,12,9,6,2012-13
1610612759,San Antonio Spurs,21,15,6,0.714,1038.0,0.511,0.261,0.138,0.277,0.475,0.233,0.145,0.292,2,2,9,1,2,3,13,5,11,6,3,7,10,2012-13
1610612737,Atlanta Hawks,7,3,4,0.429,336.0,0.456,0.316,0.149,0.25,0.5,0.297,0.161,0.274,9,9,1,8,10,15,7,10,15,7,5,3,7,2013-14
1610612751,Brooklyn Nets,12,5,7,0.417,576.0,0.514,0.33,0.139,0.279,0.516,0.368,0.146,0.263,6,7,11,13,6,5,4,5,11,11,14,9,4,2013-14
1610612766,Charlotte Bobcats,4,0,4,0.0,192.0,0.5,0.312,0.165,0.254,0.539,0.342,0.116,0.203,16,16,1,16,16,7,9,14,13,15,12,16,1,2013-14
1610612741,Chicago Bulls,5,1,4,0.2,245.0,0.463,0.29,0.15,0.308,0.479,0.32,0.117,0.306,15,15,1,15,15,14,13,11,4,2,9,15,11,2013-14
1610612742,Dallas Mavericks,7,3,4,0.429,336.0,0.5,0.217,0.122,0.295,0.542,0.328,0.147,0.265,9,9,1,8,10,7,16,2,8,16,11,8,5,2013-14
1610612744,Golden State Warriors,7,3,4,0.429,336.0,0.518,0.335,0.178,0.364,0.529,0.389,0.147,0.318,9,9,1,8,10,3,2,16,2,13,15,7,13,2013-14
1610612745,Houston Rockets,6,2,4,0.333,303.0,0.49,0.325,0.14,0.418,0.507,0.321,0.121,0.317,14,14,1,14,14,10,6,7,1,9,10,13,12,2013-14
1610612754,Indiana Pacers,19,10,9,0.526,912.0,0.5,0.314,0.152,0.254,0.493,0.282,0.153,0.268,3,3,15,4,4,6,8,12,14,6,3,5,6,2013-14
1610612746,Los Angeles Clippers,13,6,7,0.462,624.0,0.515,0.334,0.131,0.303,0.521,0.351,0.17,0.339,5,5,11,6,5,4,3,3,7,12,13,1,15,2013-14
1610612763,Memphis Grizzlies,7,3,4,0.429,356.0,0.442,0.293,0.116,0.293,0.483,0.311,0.161,0.327,9,9,1,8,9,16,11,1,9,3,8,2,14,2013-14
1610612748,Miami Heat,20,13,7,0.65,960.0,0.555,0.305,0.14,0.223,0.539,0.304,0.158,0.282,2,2,11,2,2,1,10,6,16,14,6,4,9,2013-14
1610612760,Oklahoma City Thunder,19,10,9,0.526,937.0,0.496,0.327,0.156,0.292,0.485,0.282,0.12,0.286,3,3,15,4,3,9,5,13,10,4,4,14,10,2013-14
1610612757,Portland Trail Blazers,11,5,6,0.455,543.0,0.482,0.281,0.142,0.322,0.508,0.28,0.121,0.345,7,7,10,7,7,12,15,8,3,10,2,12,16,2013-14
1610612759,San Antonio Spurs,23,16,7,0.696,1109.0,0.546,0.291,0.134,0.263,0.492,0.257,0.151,0.277,1,1,11,1,1,2,12,4,12,5,1,6,8,2013-14
1610612761,Toronto Raptors,7,3,4,0.429,336.0,0.486,0.391,0.169,0.306,0.506,0.392,0.13,0.253,9,9,1,8,10,11,1,15,5,8,16,11,3,2013-14
