TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK,SEASON
1610612761,Toronto Raptors,7,3,4,0.429,48.0,34.6,75.0,0.461,6.7,22.1,0.303,21.9,29.4,0.743,9.4,27.7,37.1,18.3,11.7,8.4,3.6,3.0,24.1,25.9,97.7,1.6,9,9,1,8,8,5,3,9,3,8,1,11,15,5,7,1,2,3,13,14,3,14,15,2,8,10,2013-14
1610612764,Washington Wizards,11,6,5,0.545,48.5,32.9,76.5,0.43,6.3,17.0,0.369,17.4,23.5,0.737,8.5,30.3,38.7,19.2,12.6,6.2,4.3,5.6,21.2,22.3,89.5,-0.9,7,5,9,3,6,1,5,1,2,2,12,5,5,3,3,6,5,7,10,4,7,3,4,8,1,4,2013-14
1610612737,Atlanta Hawks,16,8,8,0.5,48.6,36.6,85.0,0.43,9.4,25.2,0.375,15.6,22.1,0.708,11.5,35.6,47.1,21.3,14.0,6.8,4.3,4.9,19.2,19.7,98.2,0.2,4,4,15,6,9,7,10,5,8,6,13,4,5,6,11,12,13,8,8,3,1,10,3,13,6,7,2014-15
1610612738,Boston Celtics,4,0,4,0.0,48.0,35.0,80.0,0.438,9.8,30.5,0.32,24.3,31.5,0.77,12.0,35.0,47.0,16.8,12.5,7.8,7.8,3.8,23.3,26.8,104.0,9.3,14,14,1,14,12,4,1,8,10,14,4,15,14,13,14,9,12,1,11,10,16,14,13,2,11,14,2014-15
1610612751,Brooklyn Nets,6,2,4,0.333,48.8,38.3,87.0,0.441,11.2,31.5,0.354,14.0,18.0,0.778,10.0,35.7,45.7,25.7,13.3,10.0,4.7,3.3,18.5,19.0,101.8,5.5,10,10,1,10,4,11,13,10,14,16,9,1,1,15,4,14,8,13,9,16,2,15,1,15,9,11,2014-15
1610612741,Chicago Bulls,12,6,6,0.5,48.8,34.2,84.0,0.407,7.6,22.6,0.336,16.7,21.8,0.766,11.7,31.9,43.6,19.7,12.5,8.1,7.1,6.6,20.3,18.8,92.6,-3.4,6,6,12,6,4,1,8,1,4,4,6,5,4,12,13,3,3,3,11,13,15,2,6,16,1,4,2014-15
1610612739,Cleveland Cavaliers,20,14,6,0.7,48.8,34.9,83.1,0.419,7.9,25.5,0.31,17.4,22.9,0.761,10.1,31.4,41.5,20.2,11.7,6.8,4.7,6.4,22.5,20.9,95.0,-4.0,2,2,12,2,6,3,5,3,5,7,2,7,6,10,5,1,1,5,15,3,4,3,12,10,2,2,2014-15
1610612742,Dallas Mavericks,5,1,4,0.2,48.0,40.0,85.8,0.466,9.2,26.2,0.351,25.0,36.8,0.679,11.2,34.8,46.0,23.4,14.4,7.8,5.2,4.6,24.6,27.2,114.2,4.2,12,12,1,12,12,15,12,14,7,9,8,16,16,3,9,7,9,11,5,11,7,12,14,1,16,10,2014-15
1610612744,Golden State Warriors,21,16,5,0.762,48.7,34.8,83.4,0.417,6.8,22.4,0.304,19.0,26.1,0.73,11.1,32.6,43.7,19.9,14.3,8.5,4.7,5.8,20.9,22.4,95.5,-7.8,1,1,10,1,7,2,6,2,2,3,1,11,9,9,8,5,5,4,6,14,2,5,10,8,3,1,2014-15
1610612745,Houston Rockets,17,9,8,0.529,48.0,41.1,89.4,0.46,9.6,28.6,0.337,18.8,26.6,0.704,12.0,34.8,46.8,24.1,14.4,8.6,5.4,5.5,27.2,23.4,110.6,2.5,3,3,15,5,12,16,16,13,9,13,7,10,11,5,14,8,11,12,4,15,8,7,16,7,15,9,2014-15
1610612746,Los Angeles Clippers,14,7,7,0.5,48.4,37.6,84.4,0.446,10.0,28.1,0.355,21.1,32.4,0.653,11.6,35.6,47.3,23.1,14.1,7.2,4.9,5.9,25.1,24.8,106.4,-1.4,5,5,14,6,11,10,9,11,11,12,10,13,15,2,12,13,14,10,7,6,6,4,15,5,12,5,2014-15
1610612763,Memphis Grizzlies,11,6,5,0.545,48.0,35.1,80.5,0.436,10.4,27.8,0.373,15.5,19.9,0.776,9.7,33.9,43.6,20.2,14.6,5.8,5.6,4.1,20.4,19.4,96.0,1.3,7,6,10,4,12,5,2,6,12,10,12,3,2,14,3,6,4,6,2,1,9,13,7,14,4,8,2014-15
1610612749,Milwaukee Bucks,6,2,4,0.333,49.7,36.5,83.5,0.437,11.2,28.0,0.399,16.7,23.0,0.725,11.3,38.7,50.0,26.2,17.5,7.7,7.0,6.7,18.8,21.2,100.8,12.3,10,10,1,10,1,6,7,7,14,11,15,5,7,8,10,16,16,15,1,9,14,1,2,9,8,15,2014-15
1610612740,New Orleans Pelicans,4,0,4,0.0,49.3,39.3,87.5,0.449,11.8,31.0,0.379,18.5,26.5,0.698,14.0,32.5,46.5,25.8,12.3,7.3,6.3,5.8,19.8,23.8,108.8,8.0,14,14,1,14,2,13,15,12,16,15,14,8,10,4,16,4,10,14,14,7,12,6,4,6,13,13,2014-15
1610612757,Portland Trail Blazers,5,1,4,0.2,48.0,37.2,85.0,0.438,4.6,12.4,0.371,21.6,25.4,0.85,9.6,35.0,44.6,18.8,8.2,7.2,6.2,5.2,20.0,20.6,100.6,6.8,12,12,1,12,12,9,10,9,1,1,11,14,8,16,2,9,6,2,16,5,11,9,5,11,7,12,2014-15
1610612759,San Antonio Spurs,7,3,4,0.429,48.7,38.7,83.0,0.466,7.0,21.0,0.333,18.6,28.7,0.647,9.4,35.4,44.9,21.0,12.4,7.4,6.1,4.7,20.9,24.9,103.0,-0.4,9,9,1,9,7,12,4,15,3,2,5,9,13,1,1,11,7,7,13,8,10,11,9,4,10,6,2014-15
1610612761,Toronto Raptors,4,0,4,0.0,49.3,39.5,82.0,0.482,10.8,24.3,0.443,20.5,28.5,0.719,11.0,37.3,48.3,26.3,14.5,6.5,6.5,2.3,20.5,25.0,110.3,14.0,14,14,1,14,2,14,3,16,13,5,16,12,12,7,7,15,15,16,3,2,13,16,8,3,14,16,2014-15
1610612764,Washington Wizards,10,6,4,0.6,48.5,36.8,87.1,0.423,8.2,25.8,0.318,15.4,20.2,0.762,10.5,31.7,42.2,22.9,13.3,8.0,4.8,5.3,21.9,20.0,97.2,-3.9,8,6,1,3,10,8,14,4,6,8,3,2,3,11,6,2,2,9,10,12,5,8,11,12,5,3,2014-15
1610612737,Atlanta Hawks,10,4,6,0.4,48.5,36.4,88.0,0.414,12.9,34.1,0.378,15.4,21.0,0.733,11.8,34.1,45.9,22.9,14.1,7.0,5.5,7.6,20.9,20.2,101.1,1.0,7,8,11,10,4,7,16,3,15,15,12,4,4,8,11,12,11,15,5,6,12,1,7,12,9,8,2015-16
1610612738,Boston Celtics,6,2,4,0.333,48.8,37.0,87.2,0.424,9.8,32.0,0.307,16.7,21.3,0.781,8.5,39.0,47.5,22.7,14.8,8.0,8.7,6.5,20.0,22.0,100.5,6.7,11,11,1,11,2,8,14,5,9,14,2,6,5,13,2,16,15,14,2,12,15,3,4,5,8,11,2015-16
1610612766,Charlotte Hornets,7,3,4,0.429,48.0,37.9,81.3,0.466,8.3,20.4,0.406,15.1,20.6,0.736,9.4,37.7,47.1,19.1,12.1,4.1,7.1,3.3,21.6,17.4,99.1,8.9,9,9,1,8,7,11,4,13,5,3,14,3,2,9,7,15,13,5,13,1,14,14,10,16,7,13,2015-16
1610612739,Cleveland Cavaliers,21,16,5,0.762,48.0,35.3,79.6,0.444,10.5,29.7,0.353,15.0,20.6,0.729,8.7,29.3,38.0,20.6,13.0,6.3,4.5,4.2,21.0,19.6,96.1,-8.6,2,1,10,1,7,4,3,8,13,12,7,2,2,5,4,1,1,7,11,4,5,9,8,13,4,2,2015-16
1610612742,Dallas Mavericks,5,1,4,0.2,48.0,39.4,82.8,0.476,10.2,28.0,0.364,23.0,29.4,0.782,13.6,33.6,47.2,21.4,13.0,7.6,4.6,2.4,22.4,24.0,112.0,18.2,13,13,1,13,7,14,8,14,11,10,10,16,16,14,14,9,14,10,10,10,7,16,15,2,16,14,2015-16
1610612765,Detroit Pistons,4,0,4,0.0,48.0,38.5,83.5,0.461,14.3,34.5,0.413,12.3,16.8,0.731,10.0,31.0,41.0,22.0,8.5,5.8,2.5,3.3,20.3,19.0,103.5,8.5,15,15,1,15,7,13,9,12,16,16,15,1,1,7,9,5,5,13,16,3,1,15,5,14,13,12,2015-16
1610612744,Golden State Warriors,24,15,9,0.625,48.2,37.3,86.9,0.429,9.2,27.0,0.339,19.7,27.0,0.728,12.5,33.4,45.8,19.7,14.8,8.5,5.2,5.5,22.1,22.0,103.3,-4.4,1,2,15,2,6,10,13,6,8,9,6,13,14,4,12,8,10,6,2,14,10,6,13,6,12,4,2015-16
1610612745,Houston Rockets,5,1,4,0.2,48.0,40.8,84.4,0.483,11.6,28.8,0.403,16.8,25.2,0.667,9.8,33.8,43.6,28.8,14.2,9.2,5.4,4.2,22.2,25.6,110.0,18.8,13,13,1,13,7,16,10,15,14,11,13,8,11,1,8,10,7,16,4,15,11,10,14,1,15,15,2015-16
1610612754,Indiana Pacers,7,3,4,0.429,48.0,32.4,82.4,0.393,7.1,25.3,0.282,20.3,26.6,0.763,14.7,29.7,44.4,16.1,13.9,7.6,4.6,5.6,21.7,22.3,92.3,-1.4,9,9,1,8,7,1,7,1,3,8,1,15,13,10,16,2,9,2,6,9,6,5,11,4,1,6,2015-16
1610612746,LA Clippers,6,2,4,0.333,48.0,35.3,86.3,0.409,10.0,29.7,0.337,16.7,23.0,0.725,14.0,36.8,50.8,21.3,13.2,5.7,3.5,4.7,23.8,20.5,97.3,-1.0,11,11,1,11,7,4,12,2,10,12,5,6,9,3,15,14,16,8,9,2,3,8,16,10,5,7,2015-16
1610612763,Memphis Grizzlies,4,0,4,0.0,48.0,37.0,76.3,0.485,10.3,21.8,0.471,18.8,22.8,0.824,8.0,34.0,42.0,21.5,13.8,9.8,9.3,4.0,17.5,21.5,103.0,22.0,15,15,1,15,7,8,1,16,12,4,16,11,8,16,1,11,6,12,8,16,16,11,1,8,11,16,2015-16
1610612748,Miami Heat,14,7,7,0.5,49.1,34.0,81.9,0.415,5.9,18.6,0.319,19.8,25.4,0.778,8.5,30.4,38.9,14.2,10.9,7.1,3.4,5.9,19.6,21.2,93.7,-3.1,5,5,13,5,1,2,6,4,1,1,4,14,12,12,2,4,2,1,15,7,2,4,2,9,3,5,2015-16
1610612760,Oklahoma City Thunder,18,11,7,0.611,48.0,37.9,85.1,0.446,9.0,24.3,0.371,16.2,22.2,0.73,9.3,29.8,39.1,21.3,12.4,8.2,4.0,5.4,21.2,20.3,101.1,-5.3,4,3,13,3,7,12,11,9,7,6,11,5,7,6,6,3,3,8,12,13,4,7,9,11,10,3,2015-16
1610612757,Portland Trail Blazers,11,5,6,0.455,48.5,39.7,87.2,0.456,8.9,24.8,0.359,19.2,27.2,0.706,11.3,35.5,46.8,21.5,11.1,7.7,5.9,3.9,21.8,23.5,107.5,2.5,6,7,11,7,5,15,15,10,6,7,8,12,15,2,10,13,12,11,14,11,13,12,12,3,14,9,2015-16
1610612759,San Antonio Spurs,10,6,4,0.6,48.0,34.9,81.3,0.429,6.2,20.1,0.308,16.9,21.8,0.775,12.5,31.1,43.6,18.1,15.0,6.9,4.7,7.0,19.9,18.2,92.9,-9.1,7,6,1,4,7,3,5,7,2,2,3,9,6,11,13,6,7,4,1,5,8,2,3,15,2,1,2015-16
1610612761,Toronto Raptors,20,10,10,0.5,48.8,35.6,77.3,0.461,8.2,22.5,0.363,18.3,23.1,0.794,8.7,32.3,41.0,17.6,13.8,7.2,4.9,3.7,20.5,21.9,97.7,4.3,3,4,16,5,3,6,2,11,4,5,9,10,10,15,5,7,4,3,7,8,9,13,6,7,6,10,2015-16
1610612737,Atlanta Hawks,6,2,4,0.333,48.0,39.3,86.7,0.454,8.3,26.5,0.314,19.7,24.2,0.814,9.7,31.7,41.3,21.2,13.0,9.2,7.5,3.3,24.8,21.3,106.7,1.2,10,10,2,10,6,11,12,3,1,7,2,11,9,15,8,8,10,7,9,16,15,13,16,7,10,8,2016-17
1610612738,Boston Celtics,18,9,9,0.5,48.3,39.7,83.8,0.473,9.8,27.7,0.353,19.0,23.8,0.797,11.3,33.2,44.5,22.6,14.2,7.4,5.2,4.1,19.0,20.8,108.1,2.9,1,3,16,5,5,12,10,11,7,8,8,9,7,10,15,11,13,12,4,5,12,11,4,12,12,9,2016-17
1610612741,Chicago Bulls,6,2,4,0.333,48.0,38.5,84.0,0.458,12.7,37.3,0.339,13.7,18.0,0.759,9.3,29.7,39.0,27.3,12.3,8.2,3.7,5.2,17.2,18.3,103.3,6.8,10,10,2,10,6,10,11,7,14,16,4,1,1,6,7,1,2,16,13,13,3,4,1,16,5,13,2016-17
1610612739,Cleveland Cavaliers,18,13,5,0.722,48.0,40.2,88.0,0.457,11.2,30.9,0.363,16.6,20.7,0.802,10.3,29.9,40.2,25.3,13.2,7.4,3.8,4.7,22.3,18.8,108.3,-7.9,1,2,10,2,6,14,14,6,11,11,9,2,2,12,12,3,7,14,8,8,4,8,13,14,13,2,2016-17
1610612744,Golden State Warriors,17,16,1,0.941,48.0,38.3,89.2,0.429,10.2,30.0,0.341,18.9,24.7,0.767,11.1,32.1,43.2,20.1,14.0,8.4,3.8,6.1,21.6,21.8,105.8,-13.5,3,1,1,1,6,8,15,1,9,9,5,8,10,7,14,9,12,5,5,15,5,3,12,5,7,1,2016-17
1610612745,Houston Rockets,11,6,5,0.545,48.5,40.7,89.5,0.455,8.4,26.5,0.316,16.7,23.9,0.7,13.0,33.8,46.8,22.5,12.5,7.9,7.0,4.6,19.5,20.9,106.5,-1.2,6,6,10,3,3,15,16,4,2,6,3,3,8,1,16,13,16,11,11,11,14,9,6,10,9,3,2016-17
1610612754,Indiana Pacers,4,0,4,0.0,48.0,40.0,82.8,0.483,13.5,33.5,0.403,19.3,26.8,0.72,10.0,29.8,39.8,19.8,12.8,7.0,6.3,3.8,18.3,22.8,112.8,4.0,15,15,2,15,6,13,7,15,16,14,13,10,14,2,11,2,3,4,10,3,13,12,2,2,14,10,2016-17
1610612746,LA Clippers,7,3,4,0.429,48.0,36.1,75.7,0.477,9.7,25.0,0.389,16.9,23.3,0.724,6.6,31.0,37.6,20.1,12.1,7.4,3.1,2.4,20.9,20.3,98.9,1.1,9,9,2,7,6,2,2,13,6,3,12,4,5,3,1,6,1,6,14,7,1,16,9,13,2,7,2016-17
1610612763,Memphis Grizzlies,6,2,4,0.333,48.8,37.2,77.2,0.482,9.8,24.0,0.41,20.5,24.8,0.826,9.8,30.2,40.0,16.3,11.3,5.2,3.8,2.5,19.2,22.2,104.7,8.3,10,10,2,10,1,4,3,14,8,1,15,13,11,16,9,4,5,1,16,1,6,15,5,4,6,14,2016-17
1610612749,Milwaukee Bucks,6,2,4,0.333,48.0,32.3,74.0,0.437,8.5,24.2,0.352,20.7,25.7,0.805,7.2,34.7,41.8,18.0,14.3,7.5,4.7,5.0,21.2,21.3,93.8,0.7,10,10,2,10,6,1,1,2,3,2,7,14,12,13,2,14,11,3,3,9,9,5,10,7,1,6,2016-17
1610612760,Oklahoma City Thunder,5,1,4,0.2,48.0,38.2,83.8,0.456,9.6,33.8,0.284,26.8,33.6,0.798,10.6,34.8,45.4,16.6,14.8,7.4,5.0,8.0,22.6,22.2,112.8,8.6,14,14,2,14,6,7,9,5,5,15,1,16,16,11,13,15,14,2,1,6,10,1,15,3,15,15,2016-17
1610612757,Portland Trail Blazers,4,0,4,0.0,48.0,42.3,87.3,0.484,12.5,31.0,0.403,22.5,28.5,0.789,8.0,38.5,46.5,27.3,12.5,8.3,10.3,4.8,18.8,21.8,119.5,18.0,15,15,2,15,6,16,13,16,13,12,14,15,15,9,5,16,15,15,12,14,16,6,3,6,16,16,2016-17
1610612759,San Antonio Spurs,16,8,8,0.5,48.6,38.1,82.4,0.462,12.7,33.3,0.382,17.1,21.1,0.813,8.7,31.1,39.8,22.4,13.8,7.9,3.9,4.7,21.3,18.8,106.1,-1.0,4,4,15,5,2,6,6,9,15,13,11,5,3,14,6,7,3,10,6,12,7,7,11,15,8,4,2016-17
1610612761,Toronto Raptors,10,4,6,0.4,48.0,36.7,78.7,0.466,11.5,26.1,0.441,17.5,23.2,0.754,7.5,32.5,40.0,22.0,13.5,7.6,5.0,4.4,19.9,20.9,102.4,5.7,8,7,12,8,6,3,4,10,12,5,16,6,4,4,4,10,5,9,7,10,10,10,7,11,3,12,2016-17
1610612762,Utah Jazz,11,4,7,0.364,48.0,37.9,79.5,0.477,8.9,25.5,0.35,17.8,23.5,0.757,7.5,33.4,40.8,21.7,11.5,6.6,3.3,3.2,20.4,21.1,102.5,4.7,6,7,14,9,6,5,5,12,4,4,6,7,6,5,3,12,9,8,15,2,2,14,8,9,4,11,2016-17
1610612764,Washington Wizards,13,7,6,0.538,48.4,38.3,83.5,0.459,11.1,30.3,0.365,20.4,26.5,0.77,9.9,30.8,40.8,25.0,14.6,7.0,4.4,6.6,22.5,23.0,108.1,0.0,5,5,12,4,4,9,8,8,10,10,10,12,13,8,10,5,8,13,2,3,8,2,14,1,11,5,2016-17
1610612738,Boston Celtics,19,11,8,0.579,48.5,37.5,81.4,0.461,9.2,27.5,0.335,16.4,22.4,0.734,8.5,34.5,42.9,21.1,13.5,5.9,5.6,4.1,21.4,20.4,100.7,-0.7,3,3,15,3,2,5,2,10,1,4,4,5,8,3,5,9,6,6,11,1,12,12,13,10,3,5,2017-18
1610612739,Cleveland Cavaliers,22,12,10,0.545,48.5,38.3,82.0,0.467,10.2,29.5,0.347,16.0,20.6,0.775,8.2,31.9,40.0,22.4,11.8,6.5,4.4,4.4,21.9,19.5,102.9,1.7,1,2,16,5,5,8,3,12,7,8,7,3,3,10,3,4,3,11,14,3,6,9,14,13,5,8,2017-18
1610612744,Golden State Warriors,21,16,5,0.762,48.2,37.0,87.4,0.423,10.2,32.5,0.313,16.2,21.0,0.771,10.3,32.7,43.0,20.4,13.6,7.5,3.6,5.8,19.4,19.7,100.4,-10.0,2,1,10,1,6,2,14,1,6,15,1,4,5,9,12,7,7,4,10,9,2,4,3,12,2,1,2017-18
1610612745,Houston Rockets,17,11,6,0.647,48.0,38.5,82.6,0.465,10.6,27.9,0.382,15.5,20.7,0.75,8.5,35.1,43.6,21.4,14.0,6.8,4.4,5.5,19.5,19.1,103.1,-1.8,4,3,12,2,7,9,4,11,10,5,13,1,4,5,6,10,11,7,5,6,5,5,6,15,6,4,2017-18
1610612754,Indiana Pacers,7,3,4,0.429,48.0,33.1,76.3,0.434,10.4,32.4,0.322,18.1,23.9,0.76,9.1,29.6,38.7,17.1,14.4,6.6,3.6,2.7,20.3,21.9,94.9,-5.7,9,9,1,8,7,1,1,2,8,14,2,11,11,7,10,1,1,1,3,4,1,16,8,5,1,2,2017-18
1610612748,Miami Heat,5,1,4,0.2,48.0,39.2,87.4,0.449,11.4,31.4,0.363,24.4,31.8,0.767,13.2,36.8,50.0,26.6,16.0,9.0,4.2,6.4,24.0,29.2,114.2,10.8,13,13,1,13,7,11,13,7,13,10,10,16,16,8,16,15,16,15,1,14,4,2,15,1,15,16,2017-18
1610612749,Milwaukee Bucks,7,3,4,0.429,48.7,37.0,83.6,0.443,10.1,29.0,0.35,18.3,24.3,0.753,10.7,32.4,43.1,21.6,13.0,6.6,4.1,6.7,19.4,22.9,102.4,0.6,9,9,1,8,1,2,8,4,5,7,8,12,12,6,14,5,8,8,12,4,3,1,3,2,4,6,2017-18
1610612750,Minnesota Timberwolves,5,1,4,0.2,48.0,39.2,88.0,0.445,15.0,43.4,0.346,17.0,22.8,0.746,9.0,34.2,43.2,20.8,8.4,6.8,6.2,3.2,17.6,18.2,110.4,8.8,13,13,1,13,7,11,15,5,16,16,6,6,9,4,9,8,9,5,16,7,15,14,1,16,12,13,2017-18
1610612740,New Orleans Pelicans,9,5,4,0.556,48.0,42.3,92.4,0.458,10.4,31.9,0.328,15.7,19.8,0.792,10.1,36.7,46.8,25.6,13.8,9.2,4.9,5.0,19.0,19.3,110.8,0.8,8,5,1,4,7,15,16,9,9,12,3,2,1,12,11,14,13,13,8,15,8,7,2,14,13,7,2017-18
1610612760,Oklahoma City Thunder,6,2,4,0.333,48.0,38.2,84.2,0.453,11.3,31.5,0.36,17.8,26.0,0.686,11.3,35.5,46.8,20.0,15.2,8.7,5.5,4.2,20.7,21.7,105.5,4.3,11,11,1,11,7,7,10,8,12,11,9,10,14,1,15,11,14,3,2,13,10,10,10,6,9,11,2017-18
1610612755,Philadelphia 76ers,10,5,5,0.5,48.5,37.1,83.2,0.446,11.4,29.9,0.381,19.3,26.7,0.723,8.6,32.6,41.2,22.2,13.8,8.0,5.9,4.1,25.5,22.8,104.9,-3.9,6,5,10,6,3,4,7,6,13,9,12,14,15,2,7,6,5,10,7,11,13,11,16,3,8,3,2017-18
1610612757,Portland Trail Blazers,4,0,4,0.0,48.0,43.8,83.8,0.522,10.0,25.0,0.4,17.0,21.8,0.782,7.5,35.8,43.3,26.5,14.0,8.3,6.5,3.8,19.5,20.5,114.5,9.0,16,16,1,16,7,16,9,16,4,2,15,6,7,11,1,13,10,14,5,12,16,13,5,9,16,15,2017-18
1610612759,San Antonio Spurs,5,1,4,0.2,48.0,39.6,82.8,0.478,9.4,28.0,0.336,17.0,20.4,0.833,10.4,37.0,47.4,26.8,13.6,6.0,5.0,3.0,19.8,20.4,105.6,8.8,13,13,1,13,7,13,5,14,2,6,5,6,2,16,13,16,15,16,9,2,9,15,7,11,10,13,2017-18
1610612761,Toronto Raptors,10,4,6,0.4,48.5,41.8,86.0,0.486,9.4,24.3,0.387,18.7,22.9,0.817,8.1,31.1,39.2,23.7,11.3,7.3,4.8,6.1,20.3,22.6,111.7,4.4,6,8,12,10,3,14,11,15,2,1,14,13,10,15,2,2,2,12,15,8,7,3,9,4,14,12,2017-18
1610612762,Utah Jazz,11,5,6,0.455,48.0,37.9,86.6,0.438,11.7,32.3,0.363,17.0,21.1,0.806,8.5,35.7,44.2,18.2,12.6,9.4,5.5,5.0,20.9,20.5,104.5,2.2,5,5,12,7,7,6,12,3,15,13,11,6,6,14,4,12,12,2,13,16,11,7,11,8,7,10,2017-18
1610612764,Washington Wizards,6,2,4,0.333,48.0,39.2,82.8,0.473,11.0,26.8,0.41,19.8,24.8,0.799,8.8,31.7,40.5,22.2,14.2,7.5,6.2,5.2,21.3,21.0,109.2,2.0,11,11,1,11,7,10,6,13,11,3,16,15,13,13,8,3,4,9,4,10,14,6,12,7,11,9,2017-18
1610612738,Boston Celtics,9,5,4,0.556,48.0,36.9,87.6,0.421,12.3,36.2,0.34,17.4,24.4,0.714,8.8,37.4,46.2,22.1,12.2,7.2,4.3,3.8,21.0,20.8,103.6,1.4,8,8,1,5,7,5,10,2,10,14,7,4,7,1,5,12,11,6,12,8,6,13,4,13,3,8,2018-19
1610612751,Brooklyn Nets,5,1,4,0.2,48.0,46.0,93.2,0.494,9.0,26.8,0.336,21.4,27.8,0.77,13.8,39.2,53.0,27.0,16.4,7.8,6.0,2.8,24.2,22.8,122.4,11.0,11,11,1,11,7,16,16,14,2,2,5,15,15,8,16,14,15,14,1,10,13,16,15,5,15,14,2018-19
1610612743,Denver Nuggets,14,7,7,0.5,49.4,39.9,89.0,0.449,8.6,25.9,0.331,18.9,24.9,0.759,11.6,34.7,46.4,20.0,9.6,5.4,4.7,4.6,21.9,21.3,107.3,-1.9,5,5,13,7,2,10,11,11,1,1,4,9,9,4,14,5,12,4,15,2,8,8,8,12,10,6,2018-19
1610612765,Detroit Pistons,4,0,4,0.0,48.0,44.0,86.3,0.51,12.5,33.8,0.37,21.3,28.0,0.759,9.8,43.5,53.3,28.5,14.5,5.8,8.8,4.0,20.0,24.3,121.8,23.8,15,15,1,15,7,14,6,16,12,10,13,13,16,6,7,16,16,15,6,4,16,10,2,2,14,16,2018-19
1610612744,Golden State Warriors,22,14,8,0.636,48.5,38.4,86.1,0.446,13.1,36.3,0.361,21.0,25.9,0.81,10.1,30.8,41.0,22.5,14.7,7.8,3.9,5.7,22.3,23.2,110.8,-3.4,2,2,14,3,4,8,5,8,15,15,10,12,12,14,9,2,2,7,5,11,4,2,10,4,11,3,2018-19
1610612745,Houston Rockets,11,6,5,0.545,48.5,38.0,86.6,0.439,10.5,34.4,0.307,18.8,24.7,0.761,11.1,32.0,43.1,24.3,14.5,8.2,4.6,5.1,21.5,21.6,105.4,-3.2,7,7,10,6,4,7,8,6,6,12,1,8,8,7,13,3,3,11,7,14,7,7,6,11,6,4,2018-19
