TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SEASON
1610612754,Indiana Pacers,4,0,4,0.0,48.0,33.5,83.5,0.401,10.0,29.8,0.336,14.8,20.5,0.72,8.0,32.3,40.3,20.8,12.0,8.3,3.5,3.0,20.0,19.5,91.8,-7.5,15,15,1,15,7,15,15,13,12,13,10,15,15,16,15,13,15,12,4,3,14,1,3,16,16,11,2018-19
1610612746,LA Clippers,6,2,4,0.333,48.0,39.8,89.2,0.447,11.5,31.7,0.363,23.5,28.8,0.815,10.0,30.2,40.2,25.3,15.0,8.0,3.3,7.5,25.0,25.8,114.7,-9.8,10,10,1,10,7,3,5,5,6,11,3,2,2,2,11,15,16,2,11,5,15,15,16,1,1,13,2018-19
1610612749,Milwaukee Bucks,15,10,5,0.667,48.7,39.8,88.3,0.451,12.8,38.1,0.336,20.4,28.0,0.729,10.1,41.8,51.9,25.0,13.0,6.7,6.4,4.7,21.8,23.3,112.8,8.8,4,3,10,1,3,4,6,4,2,2,9,4,3,14,10,1,1,3,7,10,1,9,7,4,3,1,2018-19
1610612760,Oklahoma City Thunder,5,1,4,0.2,48.0,37.8,86.0,0.44,10.4,31.4,0.331,19.2,25.4,0.756,10.2,33.0,43.2,22.6,15.2,6.6,5.4,5.8,24.2,23.4,105.2,-5.8,11,11,1,11,7,9,9,9,10,12,12,9,6,12,8,12,10,8,12,11,4,11,14,3,10,10,2018-19
1610612753,Orlando Magic,5,1,4,0.2,48.0,32.2,83.0,0.388,10.4,34.8,0.299,17.2,22.2,0.775,9.6,33.8,43.4,19.0,15.6,6.6,4.0,4.2,18.8,23.0,92.0,-14.4,11,11,1,11,7,16,16,15,10,4,15,14,14,8,13,8,8,15,14,11,10,5,1,5,15,15,2018-19
1610612755,Philadelphia 76ers,12,7,5,0.583,48.0,39.4,85.8,0.459,9.4,28.4,0.331,20.4,25.8,0.79,11.4,37.1,48.5,24.4,16.5,6.3,5.4,3.4,22.4,22.1,108.7,3.0,6,5,10,4,7,7,10,3,14,14,11,3,4,6,4,3,2,4,16,13,3,2,9,8,7,5,2018-19
1610612757,Portland Trail Blazers,16,8,8,0.5,49.6,39.4,90.4,0.436,11.8,32.8,0.36,19.0,24.8,0.766,11.4,33.8,45.2,19.8,12.9,6.9,5.1,5.9,22.8,22.8,109.7,-1.4,3,4,14,7,1,5,3,10,5,9,4,11,8,10,3,9,6,13,6,9,6,12,11,6,5,7,2018-19
1610612759,San Antonio Spurs,7,3,4,0.429,48.0,39.4,85.1,0.463,6.7,19.9,0.338,17.7,23.0,0.77,10.7,34.4,45.1,21.1,8.4,4.6,4.0,3.6,19.4,20.0,103.3,-1.9,9,9,1,9,7,6,11,2,16,16,8,13,13,9,7,6,7,11,1,16,10,3,2,14,11,9,2018-19
1610612761,Toronto Raptors,24,16,8,0.667,48.4,37.7,84.8,0.444,11.9,34.5,0.346,19.3,23.3,0.83,8.3,34.0,42.3,22.5,12.1,8.0,4.6,5.0,22.6,21.8,106.6,5.5,1,1,14,1,6,10,12,6,4,5,5,8,12,1,14,7,12,9,5,4,9,10,10,10,9,2,2018-19
1610612762,Utah Jazz,5,1,4,0.2,48.0,34.6,86.4,0.4,9.4,35.8,0.263,19.2,25.6,0.75,11.8,35.4,47.2,23.0,15.2,9.2,5.4,7.0,21.8,21.4,97.8,-9.2,11,11,1,11,7,14,7,14,15,3,16,9,5,13,2,4,5,6,12,1,4,14,7,12,14,12,2018-19
1610612738,Boston Celtics,17,10,7,0.588,48.9,38.6,84.9,0.454,12.4,36.4,0.341,19.8,24.2,0.816,8.8,36.5,45.2,22.6,13.9,6.7,4.8,4.8,22.3,22.0,109.4,5.0,4,3,13,4,2,8,10,9,9,9,13,5,9,4,10,3,4,7,8,10,4,11,9,10,8,2,2019-20
1610612751,Brooklyn Nets,4,0,4,0.0,48.0,36.3,91.3,0.397,15.5,46.0,0.337,17.8,24.5,0.724,9.3,35.0,44.3,25.8,14.5,5.0,4.5,5.5,21.3,22.5,105.8,-20.5,14,14,1,14,11,15,1,15,3,2,14,10,7,14,8,7,6,1,10,15,5,14,5,6,13,16,2019-20
1610612742,Dallas Mavericks,6,2,4,0.333,48.8,42.2,89.2,0.473,13.5,37.5,0.36,19.2,26.5,0.723,7.7,35.5,43.2,21.5,12.7,6.5,3.7,3.3,22.5,24.5,117.0,-9.7,11,11,1,11,3,1,2,4,6,5,9,6,2,16,13,6,9,10,3,11,12,2,12,1,1,12,2019-20
1610612743,Denver Nuggets,19,9,10,0.474,48.3,38.8,82.5,0.471,12.3,32.4,0.379,17.5,21.4,0.816,9.3,31.4,40.6,22.5,13.9,6.2,4.0,4.0,22.4,22.1,107.4,-2.3,3,4,16,7,10,7,13,5,10,13,3,13,12,3,7,15,14,8,9,12,8,6,10,9,10,9,2019-20
1610612745,Houston Rockets,12,5,7,0.417,48.4,37.4,85.8,0.436,16.9,46.8,0.362,15.9,20.2,0.789,6.7,32.2,38.8,21.3,13.4,9.1,3.5,4.9,22.2,18.6,107.7,0.8,6,7,13,10,8,11,8,11,1,1,8,15,16,8,14,13,15,12,7,2,14,12,7,15,9,8,2019-20
1610612754,Indiana Pacers,4,0,4,0.0,48.0,36.5,80.3,0.455,12.0,32.0,0.375,15.8,20.3,0.778,5.8,30.8,36.5,22.5,15.3,9.3,5.5,4.3,23.3,15.8,100.8,-10.5,14,14,1,14,11,14,16,8,13,14,5,16,15,9,16,16,16,9,13,1,1,8,15,16,15,13,2019-20
1610612746,LA Clippers,13,7,6,0.538,48.4,40.9,86.4,0.474,12.1,32.8,0.368,20.1,25.2,0.798,9.5,34.5,44.0,21.2,13.0,7.5,3.7,4.1,22.9,22.3,114.0,4.2,5,5,12,5,9,3,7,3,12,12,6,3,4,6,4,8,8,13,4,4,11,7,14,8,2,3,2019-20
1610612747,Los Angeles Lakers,21,16,5,0.762,48.0,41.0,84.0,0.489,12.1,34.2,0.354,18.6,24.6,0.758,10.6,33.5,44.1,25.6,15.4,8.0,5.3,3.1,22.7,22.4,112.8,6.9,1,1,10,1,11,2,11,1,11,11,12,7,6,13,2,11,7,2,14,3,3,1,13,7,4,1,2019-20
1610612748,Miami Heat,21,14,7,0.667,48.5,37.7,82.0,0.46,12.8,35.5,0.359,21.8,26.4,0.825,7.8,33.6,41.3,24.9,13.2,6.9,3.9,4.5,19.9,22.6,110.0,2.0,1,2,13,2,7,9,14,7,8,10,10,2,3,2,12,10,12,3,6,8,10,9,3,5,6,6,2019-20
1610612749,Milwaukee Bucks,10,5,5,0.5,48.5,40.1,87.1,0.46,13.3,37.1,0.358,17.6,24.3,0.724,9.4,37.3,46.7,24.3,14.9,7.2,4.2,3.6,21.7,21.2,111.1,1.2,8,7,10,6,6,4,6,6,7,7,11,11,8,15,5,2,2,5,12,6,7,3,6,12,5,7,2019-20
1610612760,Oklahoma City Thunder,7,3,4,0.429,48.7,36.7,85.4,0.43,12.0,36.6,0.328,18.6,24.0,0.774,9.0,40.9,49.9,17.9,17.0,5.3,4.0,3.9,17.1,23.0,104.0,-6.4,9,9,1,8,4,13,9,12,13,8,15,8,10,11,9,1,1,14,16,14,8,5,1,3,14,10,2019-20
1610612753,Orlando Magic,5,1,4,0.2,48.0,37.2,88.6,0.42,15.0,39.8,0.377,17.6,21.0,0.838,6.6,36.4,43.0,23.8,14.6,6.8,3.2,3.8,21.0,20.6,107.0,-9.2,12,12,1,12,11,12,3,14,4,4,4,11,14,1,15,5,10,6,11,9,15,4,4,13,11,11,2019-20
1610612755,Philadelphia 76ers,4,0,4,0.0,48.0,33.3,84.0,0.396,8.0,30.3,0.264,26.0,32.0,0.813,12.3,33.8,46.0,17.5,12.0,5.0,4.5,5.5,22.3,24.3,100.5,-11.8,14,14,1,14,11,16,11,16,16,16,16,1,1,5,1,9,3,16,1,15,5,14,8,2,16,15,2019-20
1610612757,Portland Trail Blazers,5,1,4,0.2,48.0,37.6,88.2,0.426,11.6,30.6,0.379,19.8,25.0,0.792,9.8,33.0,42.8,17.8,16.0,7.4,3.6,5.8,25.0,22.8,106.6,-10.6,12,12,1,12,11,10,5,13,15,15,2,4,5,7,3,12,11,15,15,5,13,16,16,4,12,14,2019-20
1610612761,Toronto Raptors,11,7,4,0.636,48.9,39.1,88.5,0.442,14.6,40.3,0.363,16.5,21.3,0.778,8.2,36.5,44.6,24.8,13.1,7.1,5.5,5.0,22.5,20.3,109.4,4.1,7,5,1,3,1,6,4,10,5,3,7,14,13,9,11,4,5,4,5,7,2,13,11,14,7,4,2019-20
1610612762,Utah Jazz,7,3,4,0.429,48.7,39.9,81.9,0.487,15.7,37.3,0.421,18.0,23.3,0.773,9.3,31.9,41.1,21.4,12.0,6.1,3.1,4.6,19.0,21.3,113.4,3.4,9,9,1,8,4,5,15,2,2,6,1,9,11,12,6,14,13,11,1,13,16,10,2,11,3,5,2019-20
1610612737,Atlanta Hawks,18,10,8,0.556,48.0,38.9,86.8,0.449,11.7,34.2,0.343,16.7,20.9,0.798,9.1,33.3,42.4,20.2,12.4,6.7,4.4,4.3,21.2,20.3,106.3,-1.5,4,3,14,5,6,12,8,12,9,10,10,10,10,8,11,6,9,13,9,7,6,7,12,8,12,8,2020-21
1610612738,Boston Celtics,5,1,4,0.2,48.0,38.4,88.2,0.435,12.8,36.6,0.35,22.6,27.4,0.825,12.6,28.8,41.4,21.0,13.0,6.4,7.0,6.6,21.0,23.4,112.2,-11.2,12,12,1,12,6,13,7,13,7,4,9,1,3,4,2,16,13,10,12,10,1,14,10,3,7,14,2020-21
1610612751,Brooklyn Nets,12,7,5,0.583,48.4,40.7,86.2,0.472,13.6,35.6,0.382,17.6,20.3,0.868,8.3,34.3,42.6,22.6,11.6,7.1,4.8,6.2,21.2,18.6,112.5,6.3,5,5,9,3,5,7,10,5,5,7,6,9,13,1,15,5,8,6,5,5,4,12,11,15,6,2,2020-21
1610612742,Dallas Mavericks,7,3,4,0.429,48.0,39.1,86.0,0.455,13.6,35.0,0.388,14.1,20.0,0.707,10.3,30.3,40.6,20.7,11.0,5.6,2.1,5.0,20.3,20.6,106.0,-5.1,9,9,1,8,6,10,11,11,6,8,4,16,15,15,8,14,16,12,3,13,16,10,5,7,13,9,2020-21
1610612743,Denver Nuggets,10,4,6,0.4,49.0,42.1,92.2,0.457,14.7,38.5,0.382,15.9,20.9,0.761,11.7,31.9,43.6,24.9,11.2,6.1,4.3,4.9,20.4,20.3,114.8,-5.5,8,8,12,9,3,3,2,10,3,3,5,13,9,12,4,13,4,2,4,11,7,9,6,9,5,10,2020-21
1610612746,LA Clippers,19,10,9,0.526,48.0,39.1,81.9,0.477,13.8,36.4,0.381,19.5,23.7,0.823,8.8,32.4,41.2,20.8,10.7,6.8,4.3,2.7,19.5,21.3,111.6,4.1,3,3,16,7,6,11,16,3,4,5,7,4,6,5,14,11,15,11,2,6,8,1,2,4,8,5,2020-21
1610612747,Los Angeles Lakers,6,2,4,0.333,48.0,34.3,83.0,0.414,9.8,32.8,0.299,19.0,24.5,0.776,10.5,32.7,43.2,19.3,13.8,6.7,4.0,5.0,20.5,21.0,97.5,-6.5,10,10,1,10,6,16,15,14,15,11,15,7,4,10,7,10,6,15,15,8,12,10,7,6,15,11,2020-21
1610612763,Memphis Grizzlies,5,1,4,0.2,48.0,44.2,94.4,0.468,10.4,31.6,0.329,16.2,20.4,0.794,11.2,30.0,41.2,22.0,10.4,8.0,4.0,6.2,20.6,19.2,115.0,-8.4,12,12,1,12,6,1,1,7,13,12,13,11,12,9,5,15,14,8,1,1,12,13,9,13,4,13,2020-21
1610612748,Miami Heat,4,0,4,0.0,49.3,35.3,89.3,0.395,12.0,35.8,0.336,15.5,20.3,0.765,9.0,33.3,42.3,21.5,14.0,7.3,3.5,3.0,20.5,20.0,98.0,-20.5,16,16,1,16,2,14,4,16,8,6,12,14,13,11,12,7,11,9,16,4,14,2,7,12,14,16,2020-21
1610612749,Milwaukee Bucks,23,16,7,0.696,48.4,42.1,91.1,0.462,11.2,35.0,0.321,14.9,20.8,0.718,12.8,36.1,49.0,22.8,12.7,7.8,4.2,3.8,18.0,20.1,110.3,5.1,1,1,13,1,4,4,3,8,10,9,14,15,11,14,1,1,1,5,10,3,9,5,1,11,9,3,2020-21
1610612752,New York Knicks,5,1,4,0.2,48.0,34.4,86.4,0.398,10.4,30.4,0.342,17.8,21.8,0.817,11.8,34.6,46.4,18.6,12.2,5.8,2.8,6.8,19.8,19.0,97.0,-7.0,12,12,1,12,6,15,9,15,13,13,11,8,8,6,3,4,2,16,8,12,15,15,4,14,16,12,2020-21
1610612755,Philadelphia 76ers,12,7,5,0.583,48.0,42.5,85.8,0.496,11.2,28.4,0.393,20.1,29.3,0.685,9.0,35.7,44.7,24.9,12.8,8.0,6.2,3.8,23.0,23.8,116.3,7.5,5,5,9,3,6,2,12,1,12,15,3,3,1,16,12,2,3,1,11,1,2,4,14,1,3,1,2020-21
1610612756,Phoenix Suns,22,14,8,0.636,48.0,40.9,85.0,0.481,11.2,29.7,0.376,16.0,18.6,0.861,8.0,34.7,42.7,23.2,11.9,6.5,4.2,3.6,19.7,18.5,109.0,4.5,2,2,14,2,6,6,13,2,11,14,8,12,16,2,16,3,7,3,7,9,10,3,3,16,11,4,2020-21
1610612757,Portland Trail Blazers,6,2,4,0.333,49.7,42.0,88.3,0.475,16.2,39.2,0.413,19.3,22.7,0.853,9.3,32.3,41.7,22.8,11.8,5.2,5.5,4.5,23.2,20.2,119.5,-1.3,10,10,1,10,1,5,6,4,2,2,1,6,7,3,10,12,12,4,6,15,3,8,15,10,1,7,2020-21
1610612762,Utah Jazz,11,6,5,0.545,48.0,39.7,84.2,0.472,18.0,43.6,0.413,19.5,24.3,0.801,9.4,33.0,42.4,19.6,13.5,5.2,4.1,4.3,21.5,21.1,116.9,-0.8,7,7,9,6,6,9,14,6,1,1,2,5,5,7,9,8,10,14,14,14,11,6,13,5,2,6,2020-21
1610612764,Washington Wizards,5,1,4,0.2,48.0,40.6,88.6,0.458,7.0,24.2,0.289,21.8,29.0,0.752,10.6,32.8,43.4,22.4,13.4,4.8,4.8,7.2,24.0,23.8,110.0,-14.0,12,12,1,12,6,8,5,9,16,16,16,2,2,13,6,9,5,7,13,16,5,16,16,2,10,15,2020-21
1610612737,Atlanta Hawks,5,1,4,0.2,48.0,34.4,78.2,0.44,11.4,35.0,0.326,17.2,22.0,0.782,8.6,30.8,39.4,18.6,16.4,5.8,2.4,3.0,21.6,23.4,97.4,-12.0,13,13,1,13,3,16,15,13,8,7,12,11,10,10,11,10,12,15,14,15,16,2,10,3,15,15,2021-22
1610612738,Boston Celtics,24,14,10,0.583,48.0,36.7,81.8,0.449,13.7,36.6,0.373,18.5,23.2,0.797,9.0,33.9,42.9,24.5,14.7,6.4,6.3,4.7,20.7,21.7,105.5,3.6,1,2,16,3,3,10,11,7,4,4,5,8,8,6,10,5,7,5,11,11,3,9,4,9,9,3,2021-22
1610612751,Brooklyn Nets,4,0,4,0.0,48.0,39.3,78.0,0.503,11.5,27.3,0.422,19.0,25.8,0.738,8.5,25.5,34.0,22.3,15.3,8.0,6.5,4.0,24.8,24.5,109.0,-4.5,16,16,1,16,3,5,16,1,7,14,1,7,5,14,12,16,16,8,13,4,2,5,14,1,6,10,2021-22
1610612741,Chicago Bulls,5,1,4,0.2,48.0,36.4,90.2,0.404,10.4,36.8,0.283,12.0,14.4,0.833,8.2,35.8,44.0,23.0,13.0,7.8,3.2,4.8,18.6,17.8,95.2,-14.6,13,13,1,13,3,12,2,16,12,3,15,16,16,2,13,2,5,6,5,5,14,10,1,16,16,16,2021-22
1610612742,Dallas Mavericks,18,9,9,0.5,48.0,36.3,80.8,0.449,15.8,41.5,0.38,18.0,23.3,0.771,6.5,30.0,36.5,19.2,10.2,7.2,2.8,3.6,21.1,22.1,106.3,0.7,3,4,15,6,3,14,12,8,1,1,3,9,7,12,16,14,15,14,2,7,15,4,6,8,8,6,2021-22
1610612743,Denver Nuggets,5,1,4,0.2,48.0,39.4,82.8,0.476,11.2,31.4,0.357,20.0,25.2,0.794,11.2,30.6,41.8,25.0,16.4,7.0,3.4,6.2,25.0,23.2,110.0,-8.0,13,13,1,13,3,4,8,4,9,12,9,4,6,7,3,12,8,4,14,8,13,15,15,4,3,13,2021-22
1610612744,Golden State Warriors,22,16,6,0.727,48.0,41.4,86.1,0.48,14.0,37.3,0.375,15.1,19.8,0.766,9.8,34.1,43.9,27.0,14.5,7.7,5.0,4.9,21.5,19.3,111.9,5.0,2,1,10,1,3,1,4,3,2,2,4,15,14,13,6,4,6,1,10,6,5,12,9,15,2,1,2021-22
1610612763,Memphis Grizzlies,12,6,6,0.5,48.0,39.8,91.3,0.435,13.1,35.8,0.365,19.9,27.1,0.735,12.4,33.4,45.8,25.2,14.0,9.2,6.1,6.8,20.8,23.8,112.5,2.4,6,7,10,6,3,3,1,15,5,5,7,5,3,15,2,6,2,3,8,1,4,16,5,2,1,4,2021-22
1610612748,Miami Heat,18,11,7,0.611,48.0,38.0,85.3,0.445,10.9,34.8,0.313,17.3,21.6,0.804,9.8,31.2,41.1,21.9,12.9,8.3,3.7,4.6,21.4,21.4,104.2,3.8,3,3,14,2,3,9,6,10,10,8,13,10,11,5,5,9,9,9,4,2,10,8,8,10,11,2,2021-22
1610612749,Milwaukee Bucks,12,7,5,0.583,48.0,38.5,88.0,0.438,10.6,32.3,0.327,15.2,20.8,0.731,9.8,40.7,50.4,20.8,13.8,6.3,4.5,5.5,19.1,20.1,102.8,1.5,6,5,9,3,3,7,3,14,11,11,11,14,13,16,7,1,1,12,7,12,7,13,2,14,13,5,2021-22
1610612750,Minnesota Timberwolves,6,2,4,0.333,48.0,36.3,82.0,0.443,13.8,35.7,0.388,22.7,28.0,0.81,7.0,33.0,40.0,22.8,17.7,8.2,7.8,6.2,26.8,23.2,109.2,-5.5,9,9,1,9,3,13,10,11,3,6,2,1,2,4,15,7,11,7,16,3,1,14,16,5,5,11,2021-22
1610612740,New Orleans Pelicans,6,2,4,0.333,48.0,39.0,84.3,0.462,9.3,26.3,0.354,22.5,28.8,0.78,15.2,30.5,45.7,21.3,14.5,6.3,3.5,4.0,21.2,22.7,109.8,-1.5,9,9,1,9,3,6,7,6,15,16,10,2,1,11,1,13,3,11,9,12,12,5,7,7,4,9,2021-22
1610612755,Philadelphia 76ers,12,6,6,0.5,48.4,36.4,78.3,0.465,12.4,33.3,0.373,19.3,22.7,0.849,7.7,31.3,39.0,21.8,14.8,6.1,4.3,4.2,20.6,20.5,104.5,0.3,6,7,10,6,2,11,14,5,6,9,6,6,9,1,14,8,13,10,12,14,8,7,3,12,10,7,2021-22
1610612756,Phoenix Suns,13,7,6,0.538,48.0,41.2,82.8,0.497,9.8,27.2,0.363,15.5,18.9,0.817,9.5,30.7,40.2,25.7,13.3,6.6,3.8,3.0,22.5,21.2,107.6,-1.0,5,5,10,5,3,2,9,2,13,15,8,13,15,3,8,11,10,2,6,10,9,2,13,11,7,8,2021-22
1610612761,Toronto Raptors,6,2,4,0.333,48.8,38.3,86.0,0.446,9.8,32.8,0.299,16.7,21.0,0.794,10.0,27.5,37.5,20.7,10.0,6.7,4.8,4.8,22.2,20.3,103.2,-8.3,9,9,1,9,1,8,5,9,14,10,14,12,12,7,4,15,14,13,1,9,6,11,12,13,12,14,2021-22
1610612762,Utah Jazz,6,2,4,0.333,48.0,35.0,79.0,0.443,8.2,29.8,0.274,20.8,26.5,0.786,9.3,35.5,44.8,17.2,11.7,4.0,3.7,2.3,22.0,23.2,99.0,-5.7,9,9,1,9,3,15,13,12,16,13,16,3,4,9,9,3,4,16,3,16,10,1,11,5,14,12,2021-22
1610612737,Atlanta Hawks,6,2,4,0.333,48.0,44.0,96.3,0.457,14.0,37.3,0.375,13.8,17.0,0.814,12.2,31.7,43.8,24.5,12.8,7.7,4.8,7.2,16.3,16.5,115.8,-5.3,10,10,1,10,9,1,1,9,4,6,4,14,16,5,5,10,8,6,9,2,5,15,2,15,2,11,2022-23
1610612738,Boston Celtics,20,11,9,0.55,48.3,40.9,85.5,0.478,14.1,38.7,0.364,16.2,20.0,0.81,9.5,33.6,43.1,24.2,12.4,6.0,6.4,4.7,17.2,17.7,112.0,3.4,1,3,16,4,7,8,11,3,3,4,5,9,9,6,10,6,9,7,7,15,2,10,3,12,9,3,2022-23
1610612751,Brooklyn Nets,4,0,4,0.0,48.0,34.0,77.3,0.44,11.3,34.5,0.326,13.3,18.3,0.726,5.8,29.3,35.0,22.3,12.3,5.3,3.8,4.0,15.5,18.8,92.5,-11.3,16,16,1,16,9,16,16,12,11,7,13,16,15,15,16,14,16,11,5,16,13,5,1,11,16,16,2022-23
1610612739,Cleveland Cavaliers,5,1,4,0.2,48.0,35.2,78.4,0.449,10.0,30.6,0.327,13.8,18.6,0.742,9.2,28.0,37.2,22.0,15.8,6.8,4.0,4.6,20.4,17.4,94.2,-5.4,12,12,1,12,9,15,15,10,14,14,12,15,14,14,11,16,15,12,16,9,11,8,10,14,15,12,2022-23
1610612743,Denver Nuggets,17,13,4,0.765,48.3,42.8,86.8,0.493,11.8,30.9,0.382,17.8,21.8,0.817,10.1,33.8,43.9,25.9,11.5,6.9,3.8,4.7,19.8,21.1,115.2,7.8,3,1,1,1,6,4,8,2,10,13,2,7,7,4,8,4,7,3,1,7,12,11,8,6,4,1,2022-23
1610612744,Golden State Warriors,13,6,7,0.462,48.0,41.9,93.6,0.448,14.5,42.5,0.34,14.8,19.7,0.75,12.5,34.5,47.1,28.2,14.4,7.2,4.6,4.6,22.9,19.6,113.1,-0.2,5,6,13,8,9,5,4,11,2,1,10,13,11,12,4,2,2,1,13,4,7,9,15,9,7,6,2022-23
1610612746,LA Clippers,5,1,4,0.2,48.0,40.8,88.6,0.46,12.2,33.8,0.361,21.8,26.4,0.826,11.8,28.2,40.0,21.6,14.0,6.6,4.2,6.2,23.0,21.2,115.6,-6.4,12,12,1,12,9,9,6,7,6,10,7,1,2,3,6,15,12,14,11,11,10,14,16,5,3,13,2022-23
1610612747,Los Angeles Lakers,16,8,8,0.5,48.3,41.1,87.1,0.471,10.1,30.3,0.335,20.1,24.8,0.809,9.1,35.6,44.6,24.9,11.9,6.8,6.4,3.8,17.4,21.3,112.3,2.4,4,4,15,7,5,6,7,5,13,15,11,2,4,8,14,1,5,4,2,8,1,3,4,4,8,4,2022-23
1610612763,Memphis Grizzlies,6,2,4,0.333,48.8,38.3,95.3,0.402,12.0,38.5,0.312,16.0,19.2,0.835,13.2,33.3,46.5,23.3,13.0,6.7,3.5,9.2,20.5,17.5,104.7,-7.5,10,10,1,10,3,11,3,16,9,5,14,11,12,2,2,7,3,9,10,10,15,16,11,13,12,14,2022-23
1610612748,Miami Heat,20,13,7,0.65,48.3,40.6,86.6,0.469,13.3,34.0,0.392,16.2,20.0,0.81,9.2,31.5,40.6,24.1,12.1,7.2,3.5,4.5,20.0,19.0,110.7,3.4,1,1,13,2,7,10,10,6,5,8,1,9,9,6,13,11,11,8,4,5,16,7,9,10,10,2,2022-23
1610612749,Milwaukee Bucks,5,1,4,0.2,49.0,44.0,92.6,0.475,15.6,41.2,0.379,15.2,21.4,0.71,10.2,34.2,44.4,26.8,14.4,6.6,3.6,3.4,18.8,20.4,118.8,-5.2,12,12,1,12,1,1,5,4,1,2,3,12,8,16,7,3,6,2,14,11,14,1,6,8,1,10,2022-23
1610612750,Minnesota Timberwolves,5,1,4,0.2,49.0,37.8,82.6,0.458,11.2,32.2,0.348,18.6,24.2,0.769,8.4,30.8,39.2,22.6,12.8,6.6,4.8,3.4,21.6,23.0,105.4,-8.8,12,12,1,12,1,12,13,8,12,12,9,6,5,10,15,13,14,10,8,11,6,1,12,1,11,15,2022-23
1610612752,New York Knicks,11,6,5,0.545,48.0,35.3,81.5,0.433,9.5,32.7,0.292,20.0,26.8,0.746,12.9,32.5,45.4,18.7,14.6,7.0,4.5,3.8,19.5,21.6,100.1,0.4,6,6,11,5,9,14,14,14,15,11,16,3,1,13,3,9,4,16,15,6,8,4,7,3,14,5,2022-23
1610612755,Philadelphia 76ers,11,7,4,0.636,48.5,36.7,84.0,0.437,12.2,33.9,0.359,16.9,19.1,0.886,10.0,33.0,43.0,19.1,12.4,7.6,5.3,5.5,18.7,16.0,102.5,-1.5,6,5,1,3,4,13,12,13,7,9,8,8,13,1,9,8,10,15,6,3,4,12,5,16,13,7,2022-23
1610612756,Phoenix Suns,11,6,5,0.545,48.0,43.1,86.8,0.496,9.4,25.8,0.363,18.6,23.4,0.798,9.2,30.8,40.0,24.5,12.1,6.3,5.6,4.0,22.0,20.8,114.2,-2.3,6,6,11,5,9,3,9,1,16,16,6,5,6,9,12,12,12,5,3,14,3,5,13,7,5,9,2022-23
1610612758,Sacramento Kings,7,3,4,0.429,48.0,41.0,95.6,0.429,12.1,39.7,0.306,19.6,25.7,0.761,14.0,33.7,47.7,22.0,14.1,7.7,4.3,5.6,22.6,22.7,113.7,-2.1,9,9,1,9,9,7,2,15,8,3,15,4,3,11,1,5,1,12,12,1,9,13,14,2,6,8,2022-23
